Thu Jun  8 23:25:53 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.125, loss_tr: 1.82731, loss_t: 1.7969, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 3, step: 250, training: 0.8125, loss_tr: 0.485244, loss_t: 1.28511, testing: 0.666667, t2y: 1
seq: 2, epoch: 3, step: 260, training: 0.875, loss_tr: 0.314957, loss_t: 1.18545, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 3, step: 270, training: 0.8125, loss_tr: 0.598238, loss_t: 0.747198, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 280, training: 0.9375, loss_tr: 0.166336, loss_t: 2.23468, testing: 0.333333, t2y: 0.666667
seq: 2, epoch: 3, step: 290, training: 0.8125, loss_tr: 0.38702, loss_t: 0.866786, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 300, training: 0.9375, loss_tr: 0.403657, loss_t: 0.584602, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 310, training: 0.9375, loss_tr: 0.18675, loss_t: 0.520345, testing: 0.833333, t2y: 1
seq: 2, epoch: 4, step: 320, training: 0.9375, loss_tr: 0.0968039, loss_t: 1.50651, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 4, step: 330, training: 0.9375, loss_tr: 0.22546, loss_t: 0.909083, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 340, training: 1, loss_tr: 0.0116677, loss_t: 1.40603, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 350, training: 0.875, loss_tr: 0.62059, loss_t: 2.73639, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 360, training: 1, loss_tr: 0.0240429, loss_t: 1.81528, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 4, step: 370, training: 1, loss_tr: 0.0461703, loss_t: 2.42991, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 4, step: 380, training: 1, loss_tr: 0.0661541, loss_t: 2.61213, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 4, step: 390, training: 1, loss_tr: 0.244937, loss_t: 1.50649, testing: 0.5, t2y: 0.833333
seq: 2, epoch: 5, step: 400, training: 1, loss_tr: 0.00760468, loss_t: 1.11962, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 5, step: 410, training: 1, loss_tr: 0.136021, loss_t: 3.30057, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 5, step: 420, training: 1, loss_tr: 0.106571, loss_t: 2.23547, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 5, step: 430, training: 1, loss_tr: 0.085701, loss_t: 3.07081, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 5, step: 440, training: 1, loss_tr: 0.007077, loss_t: 3.65736, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 5, step: 450, training: 1, loss_tr: 0.0221937, loss_t: 1.30544, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 5, step: 460, training: 1, loss_tr: 0.0112421, loss_t: 1.22492, testing: 0.5, t2y: 0.833333
seq: 2, epoch: 5, step: 470, training: 1, loss_tr: 0.00250174, loss_t: 2.02643, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 6, step: 480, training: 1, loss_tr: 0.00153095, loss_t: 0.735899, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 6, step: 490, training: 1, loss_tr: 0.0145419, loss_t: 1.15743, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 6, step: 500, training: 0.9375, loss_tr: 0.0120727, loss_t: 4.36062, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 6, step: 510, training: 1, loss_tr: 0.00152603, loss_t: 0.835366, testing: 0.666667, t2y: 0.666667
 
****************************************
current sequence is 3
****************************************
