Sun May  7 19:18:35 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 4
****************************************
epoch: 0, step: 0, training: 0.375, loss: 1.29809e+11, testing: 0, anv: 0, best: 0 
epoch: 39, step: 780, training: 0.9375, loss: 5.6714e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 40, step: 800, training: 0.875, loss: 4.27676e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 41, step: 820, training: 1, loss: 5.05995e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 42, step: 840, training: 0.875, loss: 1.54172e+09, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 43, step: 860, training: 0.875, loss: 0, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 44, step: 880, training: 0.875, loss: 3.38649e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 45, step: 900, training: 0.8125, loss: 8.83555e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 46, step: 920, training: 1, loss: 3.47146e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 47, step: 940, training: 0.75, loss: 1.97205e+09, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 48, step: 960, training: 0.875, loss: 6.59132e+08, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 49, step: 980, training: 1, loss: 1.53244e+09, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 50, step: 1000, training: 1, loss: 0, testing: 0.333333, anv: 0.222222, best: 0.388889 
epoch: 51, step: 1020, training: 0.9375, loss: 4.14389e+08, testing: 0.333333, anv: 0.277778, best: 0.388889 
epoch: 52, step: 1040, training: 0.9375, loss: 1.95144e+08, testing: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 53, step: 1060, training: 0.9375, loss: 1.00778e+09, testing: 0.166667, anv: 0.277778, best: 0.388889 
epoch: 54, step: 1080, training: 1, loss: 1.50423e+07, testing: 0.166667, anv: 0.222222, best: 0.388889 
epoch: 55, step: 1100, training: 1, loss: 5.53541e+07, testing: 0.166667, anv: 0.166667, best: 0.388889 
epoch: 56, step: 1120, training: 0.8125, loss: 1.84706e+07, testing: 0.333333, anv: 0.222222, best: 0.388889 
epoch: 57, step: 1140, training: 1, loss: 2.0702e+08, testing: 0.333333, anv: 0.277778, best: 0.388889 
epoch: 58, step: 1160, training: 0.875, loss: 5.82706e+08, testing: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 59, step: 1180, training: 0.9375, loss: 1.68981e+08, testing: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 60, step: 1200, training: 0.9375, loss: 1.08862e+08, testing: 0.333333, anv: 0.333333, best: 0.388889 
epoch: 61, step: 1220, training: 1, loss: 0, testing: 0.166667, anv: 0.277778, best: 0.388889 
epoch: 62, step: 1240, training: 1, loss: 3.90008e+08, testing: 0.166667, anv: 0.222222, best: 0.388889 
