Fri Jun  9 11:23:47 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.25, loss_tr: 2.05442, loss_t: 2.07397, testing: 0, t2y: 0.166667
seq2, epoch0, step: 40, training: 0.4375, loss_tr: 1.4725, loss_t: 1.3815, testing: 0.333333, t2y: 0.5
seq2, epoch0, step: 50, training: 0.6875, loss_tr: 1.31107, loss_t: 1.25264, testing: 0.5, t2y: 0.666667
seq2, epoch0, step: 60, training: 0.6875, loss_tr: 1.42983, loss_t: 1.30442, testing: 0.5, t2y: 0.5
seq2, epoch0, step: 70, training: 0.875, loss_tr: 1.02517, loss_t: 1.17615, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 80, training: 0.625, loss_tr: 0.910847, loss_t: 1.22291, testing: 0.333333, t2y: 0.5
seq2, epoch1, step: 90, training: 1, loss_tr: 0.754464, loss_t: 1.04395, testing: 0.5, t2y: 0.833333
seq2, epoch1, step: 100, training: 0.8125, loss_tr: 1.03718, loss_t: 1.14698, testing: 0.333333, t2y: 0.666667
seq2, epoch1, step: 110, training: 0.9375, loss_tr: 0.863648, loss_t: 0.948437, testing: 0.666667, t2y: 0.666667
seq2, epoch1, step: 120, training: 0.875, loss_tr: 0.854185, loss_t: 1.10748, testing: 0.5, t2y: 0.5
seq2, epoch1, step: 130, training: 0.8125, loss_tr: 0.847908, loss_t: 0.871603, testing: 0.666667, t2y: 0.666667
seq2, epoch1, step: 140, training: 0.9375, loss_tr: 0.715332, loss_t: 0.770535, testing: 0.666667, t2y: 0.666667
seq2, epoch1, step: 150, training: 1, loss_tr: 0.692888, loss_t: 0.73667, testing: 0.666667, t2y: 0.833333
seq2, epoch2, step: 160, training: 0.875, loss_tr: 0.425355, loss_t: 0.838928, testing: 0.666667, t2y: 0.666667
seq2, epoch2, step: 170, training: 0.875, loss_tr: 0.654665, loss_t: 0.606433, testing: 0.666667, t2y: 0.666667
seq2, epoch2, step: 180, training: 0.9375, loss_tr: 0.443229, loss_t: 0.760521, testing: 0.5, t2y: 0.833333
seq2, epoch2, step: 190, training: 0.8125, loss_tr: 0.718548, loss_t: 0.630174, testing: 0.666667, t2y: 0.666667
seq2, epoch2, step: 200, training: 0.75, loss_tr: 0.492807, loss_t: 0.985049, testing: 0.333333, t2y: 0.833333
seq2, epoch2, step: 210, training: 1, loss_tr: 0.201209, loss_t: 0.407781, testing: 0.833333, t2y: 1
seq2, epoch2, step: 220, training: 0.9375, loss_tr: 0.333044, loss_t: 0.666995, testing: 0.666667, t2y: 0.833333
seq2, epoch2, step: 230, training: 0.9375, loss_tr: 0.176405, loss_t: 0.365275, testing: 0.833333, t2y: 1
seq2, epoch3, step: 240, training: 1, loss_tr: 0.275103, loss_t: 0.628143, testing: 0.666667, t2y: 0.666667
seq2, epoch3, step: 250, training: 1, loss_tr: 0.295452, loss_t: 0.368138, testing: 0.833333, t2y: 1
seq2, epoch3, step: 260, training: 1, loss_tr: 0.262239, loss_t: 0.330846, testing: 0.666667, t2y: 1
seq2, epoch3, step: 270, training: 1, loss_tr: 0.330582, loss_t: 0.403426, testing: 0.833333, t2y: 1
seq2, epoch3, step: 280, training: 0.9375, loss_tr: 0.0807629, loss_t: 0.275652, testing: 0.833333, t2y: 1
seq2, epoch3, step: 290, training: 1, loss_tr: 0.165584, loss_t: 0.436232, testing: 0.5, t2y: 1
seq2, epoch3, step: 300, training: 1, loss_tr: 0.147682, loss_t: 0.403056, testing: 0.833333, t2y: 1
seq2, epoch3, step: 310, training: 1, loss_tr: 0.182927, loss_t: 0.296349, testing: 0.833333, t2y: 1
seq2, epoch4, step: 320, training: 1, loss_tr: 0.219383, loss_t: 0.244687, testing: 0.833333, t2y: 1
seq2, epoch4, step: 330, training: 0.9375, loss_tr: 0.153713, loss_t: 0.252647, testing: 0.833333, t2y: 1
seq2, epoch4, step: 340, training: 1, loss_tr: 0.0650974, loss_t: 0.167128, testing: 0.833333, t2y: 1
seq2, epoch4, step: 350, training: 1, loss_tr: 0.025809, loss_t: 0.365398, testing: 0.666667, t2y: 1
seq2, epoch4, step: 360, training: 1, loss_tr: 0.1238, loss_t: 0.291255, testing: 0.666667, t2y: 1
seq2, epoch4, step: 370, training: 1, loss_tr: 0.0817231, loss_t: 0.285532, testing: 0.833333, t2y: 1
seq2, epoch4, step: 380, training: 1, loss_tr: 0.102703, loss_t: 0.409713, testing: 0.666667, t2y: 1
seq2, epoch4, step: 390, training: 1, loss_tr: 0.0562933, loss_t: 0.200708, testing: 0.833333, t2y: 1
seq2, epoch5, step: 400, training: 1, loss_tr: 0.0393164, loss_t: 0.471357, testing: 0.666667, t2y: 1
seq2, epoch5, step: 410, training: 1, loss_tr: 0.0190411, loss_t: 0.386101, testing: 0.666667, t2y: 1
seq2, epoch5, step: 420, training: 1, loss_tr: 0.120847, loss_t: 0.345381, testing: 0.666667, t2y: 1
seq2, epoch5, step: 430, training: 1, loss_tr: 0.0188474, loss_t: 0.131952, testing: 0.833333, t2y: 1
seq2, epoch5, step: 440, training: 1, loss_tr: 0.00374019, loss_t: 0.199172, testing: 0.833333, t2y: 1
seq2, epoch5, step: 450, training: 0.9375, loss_tr: 0.0271336, loss_t: 0.118621, testing: 0.833333, t2y: 1
seq2, epoch5, step: 460, training: 1, loss_tr: 0.0231552, loss_t: 0.132414, testing: 0.833333, t2y: 1
seq2, epoch5, step: 470, training: 1, loss_tr: 0.0393852, loss_t: 0.231042, testing: 0.833333, t2y: 1
seq2, epoch6, step: 480, training: 1, loss_tr: 0.0353962, loss_t: 0.159147, testing: 0.833333, t2y: 1
seq2, epoch6, step: 490, training: 1, loss_tr: 0.0513642, loss_t: 0.224654, testing: 0.833333, t2y: 1
seq2, epoch6, step: 500, training: 1, loss_tr: 0.150518, loss_t: 0.511311, testing: 0.666667, t2y: 1
seq2, epoch6, step: 510, training: 1, loss_tr: 0.0284755, loss_t: 0.263375, testing: 0.833333, t2y: 1
seq2, epoch6, step: 520, training: 1, loss_tr: 0.152882, loss_t: 0.467015, testing: 0.666667, t2y: 1
seq2, epoch6, step: 530, training: 1, loss_tr: 0.0161631, loss_t: 0.189832, testing: 0.833333, t2y: 1
seq2, epoch6, step: 540, training: 1, loss_tr: 0.041784, loss_t: 0.181187, testing: 0.833333, t2y: 1
seq2, epoch6, step: 550, training: 1, loss_tr: 0.0579666, loss_t: 0.15969, testing: 0.833333, t2y: 1
seq2, epoch7, step: 560, training: 1, loss_tr: 0.023649, loss_t: 0.345429, testing: 0.666667, t2y: 1
seq2, epoch7, step: 570, training: 1, loss_tr: 0.010248, loss_t: 0.118291, testing: 1, t2y: 1
seq2, epoch7, step: 580, training: 1, loss_tr: 0.149568, loss_t: 0.286684, testing: 0.666667, t2y: 1
seq2, epoch7, step: 590, training: 1, loss_tr: 0.0203724, loss_t: 0.288101, testing: 0.833333, t2y: 1
seq2, epoch7, step: 600, training: 1, loss_tr: 0.00332237, loss_t: 0.318777, testing: 0.666667, t2y: 1
seq2, epoch7, step: 610, training: 1, loss_tr: 0.0399446, loss_t: 0.342823, testing: 0.666667, t2y: 1
seq2, epoch7, step: 620, training: 1, loss_tr: 0.0224455, loss_t: 0.404191, testing: 0.666667, t2y: 0.833333
seq2, epoch7, step: 630, training: 1, loss_tr: 0.00328576, loss_t: 0.0847373, testing: 0.833333, t2y: 1
seq2, epoch8, step: 640, training: 1, loss_tr: 0.0340315, loss_t: 0.0913427, testing: 0.833333, t2y: 1
seq2, epoch8, step: 650, training: 1, loss_tr: 0.0052101, loss_t: 0.153822, testing: 0.833333, t2y: 1
seq2, epoch8, step: 660, training: 1, loss_tr: 0.0427466, loss_t: 0.111986, testing: 0.833333, t2y: 1
seq2, epoch8, step: 670, training: 1, loss_tr: 0.0097198, loss_t: 0.156949, testing: 0.833333, t2y: 1
seq2, epoch8, step: 680, training: 1, loss_tr: 0.00713578, loss_t: 0.0446944, testing: 0.833333, t2y: 1
seq2, epoch8, step: 690, training: 1, loss_tr: 0.00400639, loss_t: 0.126355, testing: 0.833333, t2y: 1
seq2, epoch8, step: 700, training: 1, loss_tr: 0.0175372, loss_t: 0.213929, testing: 0.833333, t2y: 1
seq2, epoch8, step: 710, training: 1, loss_tr: 0.108098, loss_t: 0.538205, testing: 0.666667, t2y: 1
seq2, epoch9, step: 720, training: 1, loss_tr: 0.006093, loss_t: 0.0850595, testing: 0.833333, t2y: 1
seq2, epoch9, step: 730, training: 1, loss_tr: 0.00382129, loss_t: 0.131763, testing: 0.833333, t2y: 0.833333
seq2, epoch9, step: 740, training: 1, loss_tr: 0.00150485, loss_t: 0.0958913, testing: 0.833333, t2y: 1
seq2, epoch9, step: 750, training: 1, loss_tr: 0.0499352, loss_t: 0.39223, testing: 0.666667, t2y: 1
seq2, epoch9, step: 760, training: 1, loss_tr: 0.0041777, loss_t: 0.275031, testing: 0.666667, t2y: 1
seq2, epoch9, step: 770, training: 1, loss_tr: 0.00204617, loss_t: 0.0546922, testing: 0.833333, t2y: 1
seq2, epoch9, step: 780, training: 1, loss_tr: 0.0291877, loss_t: 0.214988, testing: 0.833333, t2y: 1
seq2, epoch9, step: 790, training: 1, loss_tr: 0.00356102, loss_t: 0.2778, testing: 0.666667, t2y: 1
seq2, epoch10, step: 800, training: 1, loss_tr: 0.00225393, loss_t: 0.378326, testing: 0.666667, t2y: 1
seq2, epoch10, step: 810, training: 1, loss_tr: 0.019434, loss_t: 0.148972, testing: 0.833333, t2y: 1
seq2, epoch10, step: 820, training: 1, loss_tr: 0.00439383, loss_t: 0.0507461, testing: 0.833333, t2y: 1
seq2, epoch10, step: 830, training: 1, loss_tr: 0.0128095, loss_t: 0.159541, testing: 0.833333, t2y: 1
seq2, epoch10, step: 840, training: 1, loss_tr: 0.00454858, loss_t: 0.136099, testing: 0.833333, t2y: 1
seq2, epoch10, step: 850, training: 1, loss_tr: 0.00173323, loss_t: 0.0855091, testing: 0.833333, t2y: 1
seq2, epoch10, step: 860, training: 1, loss_tr: 0.00495164, loss_t: 0.0348515, testing: 0.833333, t2y: 1
seq2, epoch10, step: 870, training: 1, loss_tr: 0.00116414, loss_t: 0.0330897, testing: 0.833333, t2y: 1
seq2, epoch11, step: 880, training: 1, loss_tr: 0.00104652, loss_t: 0.0463234, testing: 0.833333, t2y: 1
seq2, epoch11, step: 890, training: 1, loss_tr: 0.0590312, loss_t: 0.0242229, testing: 0.833333, t2y: 1
seq2, epoch11, step: 900, training: 1, loss_tr: 0.00099465, loss_t: 0.0231439, testing: 0.833333, t2y: 1
seq2, epoch11, step: 910, training: 1, loss_tr: 0.000741799, loss_t: 0.0547946, testing: 0.833333, t2y: 1
seq2, epoch11, step: 920, training: 1, loss_tr: 0.00134464, loss_t: 0.366257, testing: 0.666667, t2y: 1
seq2, epoch11, step: 930, training: 1, loss_tr: 0.00350205, loss_t: 0.287476, testing: 0.666667, t2y: 1
seq2, epoch11, step: 940, training: 1, loss_tr: 0.00227794, loss_t: 0.157973, testing: 0.833333, t2y: 1
seq2, epoch11, step: 950, training: 1, loss_tr: 0.0104344, loss_t: 0.0967713, testing: 0.833333, t2y: 1
seq2, epoch12, step: 960, training: 1, loss_tr: 0.00152407, loss_t: 0.200709, testing: 0.666667, t2y: 1
seq2, epoch12, step: 970, training: 1, loss_tr: 0.00271314, loss_t: 0.0852373, testing: 0.833333, t2y: 1
seq2, epoch12, step: 980, training: 1, loss_tr: 0.00359654, loss_t: 0.0707945, testing: 0.833333, t2y: 1
seq2, epoch12, step: 990, training: 1, loss_tr: 0.0707378, loss_t: 0.335752, testing: 0.666667, t2y: 0.833333
seq2, epoch12, step: 1000, training: 1, loss_tr: 0.002438, loss_t: 0.339374, testing: 0.666667, t2y: 1
seq2, epoch12, step: 1010, training: 1, loss_tr: 0.000718757, loss_t: 0.217294, testing: 0.666667, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.3125, loss_tr: 3.05808, loss_t: 2.20224, testing: 0.166667, t2y: 0.166667
seq3, epoch0, step: 10, training: 0.375, loss_tr: 1.93032, loss_t: 2.04514, testing: 0.166667, t2y: 0.5
seq3, epoch0, step: 20, training: 0.375, loss_tr: 1.84595, loss_t: 1.56918, testing: 0.333333, t2y: 0.5
seq3, epoch0, step: 30, training: 0.3125, loss_tr: 1.42911, loss_t: 1.49888, testing: 0.166667, t2y: 0.5
seq3, epoch0, step: 40, training: 0.5, loss_tr: 1.41701, loss_t: 1.39147, testing: 0.333333, t2y: 0.666667
seq3, epoch0, step: 50, training: 0.25, loss_tr: 1.64634, loss_t: 1.32748, testing: 0.5, t2y: 0.833333
seq3, epoch0, step: 60, training: 0.75, loss_tr: 1.14191, loss_t: 1.18584, testing: 0.666667, t2y: 0.833333
seq3, epoch0, step: 70, training: 0.5625, loss_tr: 1.3713, loss_t: 1.15381, testing: 0.833333, t2y: 0.833333
seq3, epoch1, step: 80, training: 0.6875, loss_tr: 1.2261, loss_t: 1.0876, testing: 0.666667, t2y: 0.833333
seq3, epoch1, step: 90, training: 0.875, loss_tr: 1.10497, loss_t: 1.08849, testing: 0.666667, t2y: 0.833333
seq3, epoch1, step: 100, training: 0.9375, loss_tr: 0.852469, loss_t: 0.935492, testing: 0.833333, t2y: 0.833333
seq3, epoch1, step: 110, training: 0.75, loss_tr: 0.976463, loss_t: 1.0201, testing: 0.5, t2y: 0.833333
seq3, epoch1, step: 120, training: 0.875, loss_tr: 0.641773, loss_t: 0.801403, testing: 0.666667, t2y: 1
seq3, epoch1, step: 130, training: 0.9375, loss_tr: 0.992727, loss_t: 0.79489, testing: 0.666667, t2y: 0.833333
seq3, epoch1, step: 140, training: 0.875, loss_tr: 1.01821, loss_t: 0.642764, testing: 0.833333, t2y: 1
seq3, epoch1, step: 150, training: 0.9375, loss_tr: 0.731826, loss_t: 0.817897, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 160, training: 0.875, loss_tr: 0.664555, loss_t: 0.683728, testing: 0.833333, t2y: 0.833333
seq3, epoch2, step: 170, training: 0.9375, loss_tr: 0.8471, loss_t: 0.603186, testing: 1, t2y: 1
seq3, epoch2, step: 180, training: 0.9375, loss_tr: 0.806524, loss_t: 0.701877, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 190, training: 0.9375, loss_tr: 0.544689, loss_t: 0.653917, testing: 0.833333, t2y: 1
seq3, epoch2, step: 200, training: 0.9375, loss_tr: 0.340813, loss_t: 0.449937, testing: 1, t2y: 1
seq3, epoch2, step: 210, training: 1, loss_tr: 0.326715, loss_t: 0.648671, testing: 0.666667, t2y: 0.833333
seq3, epoch2, step: 220, training: 0.875, loss_tr: 0.573674, loss_t: 0.421917, testing: 0.666667, t2y: 1
seq3, epoch2, step: 230, training: 1, loss_tr: 0.239187, loss_t: 0.456861, testing: 0.833333, t2y: 0.833333
seq3, epoch3, step: 240, training: 0.875, loss_tr: 0.60469, loss_t: 0.328098, testing: 0.833333, t2y: 1
seq3, epoch3, step: 250, training: 0.9375, loss_tr: 0.543454, loss_t: 0.314485, testing: 1, t2y: 1
seq3, epoch3, step: 260, training: 1, loss_tr: 0.0897573, loss_t: 0.347474, testing: 0.833333, t2y: 1
seq3, epoch3, step: 270, training: 1, loss_tr: 0.364201, loss_t: 0.329431, testing: 0.833333, t2y: 1
seq3, epoch3, step: 280, training: 1, loss_tr: 0.268477, loss_t: 0.294882, testing: 0.833333, t2y: 1
seq3, epoch3, step: 290, training: 0.9375, loss_tr: 0.18716, loss_t: 0.730393, testing: 0.666667, t2y: 0.833333
seq3, epoch3, step: 300, training: 1, loss_tr: 0.0726716, loss_t: 0.290778, testing: 0.833333, t2y: 1
seq3, epoch3, step: 310, training: 0.9375, loss_tr: 0.519753, loss_t: 0.521141, testing: 0.833333, t2y: 1
seq3, epoch4, step: 320, training: 1, loss_tr: 0.242015, loss_t: 0.309325, testing: 0.833333, t2y: 1
seq3, epoch4, step: 330, training: 0.9375, loss_tr: 0.163733, loss_t: 0.390351, testing: 0.666667, t2y: 1
seq3, epoch4, step: 340, training: 1, loss_tr: 0.0823421, loss_t: 0.20313, testing: 1, t2y: 1
seq3, epoch4, step: 350, training: 1, loss_tr: 0.282786, loss_t: 0.400219, testing: 0.833333, t2y: 0.833333
seq3, epoch4, step: 360, training: 1, loss_tr: 0.141937, loss_t: 0.392565, testing: 0.833333, t2y: 1
seq3, epoch4, step: 370, training: 1, loss_tr: 0.173499, loss_t: 0.254207, testing: 0.833333, t2y: 1
seq3, epoch4, step: 380, training: 1, loss_tr: 0.0720272, loss_t: 0.138, testing: 1, t2y: 1
seq3, epoch4, step: 390, training: 1, loss_tr: 0.127761, loss_t: 0.274045, testing: 0.833333, t2y: 1
