Wed Jun 14 02:06:32 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0, testing: 0.0555556, loss_tr: 1.77788, loss_t: 1.87436  
seq: 1, epoch: 2, step: 460, training: 0.8125, testing: 0.944444, loss_tr: 0.0254852, loss_t: 0.00678368  
seq: 1, epoch: 2, step: 470, training: 0.9375, testing: 1, loss_tr: 0.00878868, loss_t: 0.00501971  
seq: 1, epoch: 2, step: 480, training: 0.9375, testing: 1, loss_tr: 0.0202858, loss_t: 0.0052087  
seq: 1, epoch: 2, step: 490, training: 1, testing: 1, loss_tr: 0.0160731, loss_t: 0.00650624  
seq: 1, epoch: 2, step: 500, training: 0.875, testing: 1, loss_tr: 0.11061, loss_t: 0.00315915  
seq: 1, epoch: 2, step: 510, training: 0.8125, testing: 0.888889, loss_tr: 0.0653984, loss_t: 0.109047  
seq: 1, epoch: 2, step: 520, training: 0.875, testing: 1, loss_tr: 0.0135939, loss_t: 0.0114467  
seq: 1, epoch: 2, step: 530, training: 1, testing: 1, loss_tr: 0.0134502, loss_t: 0.00441486  
seq: 1, epoch: 2, step: 540, training: 0.8125, testing: 1, loss_tr: 0.0146693, loss_t: 0.00436427  
seq: 1, epoch: 2, step: 550, training: 0.9375, testing: 1, loss_tr: 0.0120472, loss_t: 0.00281022  
seq: 1, epoch: 2, step: 560, training: 0.875, testing: 1, loss_tr: 0.0096163, loss_t: 0.00546174  
seq: 1, epoch: 2, step: 570, training: 0.8125, testing: 0.888889, loss_tr: 0.0603379, loss_t: 0.0043823  
seq: 1, epoch: 2, step: 580, training: 0.875, testing: 0.944444, loss_tr: 0.143522, loss_t: 0.00402187  
seq: 1, epoch: 3, step: 590, training: 0.9375, testing: 0.944444, loss_tr: 0.0544723, loss_t: 0.00440955  
seq: 1, epoch: 3, step: 600, training: 0.875, testing: 0.888889, loss_tr: 0.00238195, loss_t: 0.00674674  
seq: 1, epoch: 3, step: 610, training: 1, testing: 1, loss_tr: 0.0192856, loss_t: 0.00165501  
seq: 1, epoch: 3, step: 620, training: 0.875, testing: 0.944444, loss_tr: 0.00346491, loss_t: 0.00269568  
seq: 1, epoch: 3, step: 630, training: 0.9375, testing: 1, loss_tr: 0.00177864, loss_t: 0.00111937  
seq: 1, epoch: 3, step: 640, training: 1, testing: 1, loss_tr: 0.0213203, loss_t: 0.000978837  
seq: 1, epoch: 3, step: 650, training: 0.9375, testing: 0.944444, loss_tr: 0.0110371, loss_t: 0.0362721  
seq: 1, epoch: 3, step: 660, training: 0.8125, testing: 0.944444, loss_tr: 0.00487812, loss_t: 0.0186113  
seq: 1, epoch: 3, step: 670, training: 1, testing: 0.944444, loss_tr: 0.000874164, loss_t: 0.00122511  
seq: 1, epoch: 3, step: 680, training: 0.9375, testing: 1, loss_tr: 0.0122589, loss_t: 0.000467657  
seq: 1, epoch: 3, step: 690, training: 0.9375, testing: 1, loss_tr: 0.0318109, loss_t: 0.000581402  
seq: 1, epoch: 3, step: 700, training: 0.9375, testing: 1, loss_tr: 0.00103505, loss_t: 0.000338174  
seq: 1, epoch: 3, step: 710, training: 0.8125, testing: 1, loss_tr: 0.0134198, loss_t: 0.000954915  
seq: 1, epoch: 3, step: 720, training: 0.9375, testing: 1, loss_tr: 0.0136828, loss_t: 0.00141045  
seq: 1, epoch: 3, step: 730, training: 0.9375, testing: 1, loss_tr: 9.62151e-05, loss_t: 0.000349028  
seq: 1, epoch: 3, step: 740, training: 0.9375, testing: 1, loss_tr: 0.00247096, loss_t: 0.00130035  
seq: 1, epoch: 3, step: 750, training: 1, testing: 1, loss_tr: 0.00525419, loss_t: 0.000678538  
seq: 1, epoch: 3, step: 760, training: 1, testing: 1, loss_tr: 0.00209114, loss_t: 0.0014236  
seq: 1, epoch: 3, step: 770, training: 0.9375, testing: 0.944444, loss_tr: 0.115142, loss_t: 0.0289186  
seq: 1, epoch: 4, step: 780, training: 1, testing: 1, loss_tr: 0.00589708, loss_t: 0.000576776  
seq: 1, epoch: 4, step: 790, training: 1, testing: 1, loss_tr: 0.00295835, loss_t: 0.000340993  
seq: 1, epoch: 4, step: 800, training: 1, testing: 1, loss_tr: 0.000654901, loss_t: 0.000289416  
seq: 1, epoch: 4, step: 810, training: 0.9375, testing: 1, loss_tr: 0.000287757, loss_t: 0.000433802  
seq: 1, epoch: 4, step: 820, training: 1, testing: 1, loss_tr: 0.0177794, loss_t: 0.000276371  
seq: 1, epoch: 4, step: 830, training: 0.9375, testing: 1, loss_tr: 0.00713594, loss_t: 0.000224343  
seq: 1, epoch: 4, step: 840, training: 0.9375, testing: 1, loss_tr: 0.00126695, loss_t: 0.000185344  
seq: 1, epoch: 4, step: 850, training: 0.875, testing: 1, loss_tr: 0.058785, loss_t: 0.000351642  
seq: 1, epoch: 4, step: 860, training: 1, testing: 1, loss_tr: 0.0005107, loss_t: 0.000148331  
seq: 1, epoch: 4, step: 870, training: 1, testing: 1, loss_tr: 0.00213024, loss_t: 0.00019259  
seq: 1, epoch: 4, step: 880, training: 1, testing: 1, loss_tr: 0.000106736, loss_t: 0.000147131  
seq: 1, epoch: 4, step: 890, training: 1, testing: 1, loss_tr: 0.00228171, loss_t: 0.000130107  
seq: 1, epoch: 4, step: 900, training: 1, testing: 1, loss_tr: 0.00862227, loss_t: 0.000129745  
seq: 1, epoch: 4, step: 910, training: 1, testing: 1, loss_tr: 0.00690757, loss_t: 0.000144026  
seq: 1, epoch: 4, step: 920, training: 0.875, testing: 1, loss_tr: 0.00919079, loss_t: 0.000172886  
seq: 1, epoch: 4, step: 930, training: 0.875, testing: 1, loss_tr: 0.00151696, loss_t: 0.000132712  
seq: 1, epoch: 4, step: 940, training: 1, testing: 1, loss_tr: 0.00159145, loss_t: 0.000101755  
seq: 1, epoch: 4, step: 950, training: 1, testing: 1, loss_tr: 0.00188888, loss_t: 0.000131031  
seq: 1, epoch: 4, step: 960, training: 0.9375, testing: 1, loss_tr: 0.00059539, loss_t: 9.33423e-05  
seq: 1, epoch: 5, step: 970, training: 1, testing: 1, loss_tr: 5.92465e-05, loss_t: 0.00010663  
seq: 1, epoch: 5, step: 980, training: 0.875, testing: 1, loss_tr: 0.00150863, loss_t: 0.000106604  
seq: 1, epoch: 5, step: 990, training: 1, testing: 1, loss_tr: 0.00386513, loss_t: 0.000137469  
seq: 1, epoch: 5, step: 1000, training: 1, testing: 1, loss_tr: 0.00201908, loss_t: 9.6751e-05  
 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.5, testing: 0.428571, loss_tr: 1.75044, loss_t: 1.68407  
seq: 2, epoch: 0, step: 10, training: 0.625, testing: 0.642857, loss_tr: 1.12381, loss_t: 1.38452  
seq: 2, epoch: 0, step: 20, training: 0.75, testing: 0.642857, loss_tr: 0.693585, loss_t: 1.19409  
seq: 2, epoch: 0, step: 30, training: 0.625, testing: 0.714286, loss_tr: 0.950292, loss_t: 0.798303  
seq: 2, epoch: 0, step: 40, training: 0.75, testing: 0.785714, loss_tr: 0.503397, loss_t: 0.663763  
seq: 2, epoch: 0, step: 50, training: 0.625, testing: 0.714286, loss_tr: 0.514393, loss_t: 0.596098  
seq: 2, epoch: 0, step: 60, training: 0.5625, testing: 0.714286, loss_tr: 0.794004, loss_t: 0.623186  
seq: 2, epoch: 0, step: 70, training: 0.8125, testing: 0.785714, loss_tr: 0.29688, loss_t: 0.533577  
seq: 2, epoch: 0, step: 80, training: 0.8125, testing: 0.785714, loss_tr: 0.384309, loss_t: 0.472225  
seq: 2, epoch: 0, step: 90, training: 0.875, testing: 0.785714, loss_tr: 0.286084, loss_t: 0.441125  
seq: 2, epoch: 0, step: 100, training: 0.8125, testing: 0.714286, loss_tr: 0.197866, loss_t: 0.447375  
seq: 2, epoch: 0, step: 110, training: 0.875, testing: 0.785714, loss_tr: 0.317169, loss_t: 0.51342  
seq: 2, epoch: 0, step: 120, training: 0.75, testing: 0.785714, loss_tr: 0.280262, loss_t: 0.391433  
seq: 2, epoch: 0, step: 130, training: 0.5625, testing: 0.785714, loss_tr: 0.771725, loss_t: 0.328302  
seq: 2, epoch: 0, step: 140, training: 0.875, testing: 0.928571, loss_tr: 0.24114, loss_t: 0.287147  
seq: 2, epoch: 0, step: 150, training: 0.9375, testing: 0.928571, loss_tr: 0.0568509, loss_t: 0.288236  
seq: 2, epoch: 0, step: 160, training: 0.625, testing: 0.857143, loss_tr: 0.26739, loss_t: 0.343817  
seq: 2, epoch: 0, step: 170, training: 0.75, testing: 0.857143, loss_tr: 0.255876, loss_t: 0.327259  
seq: 2, epoch: 0, step: 180, training: 0.625, testing: 0.857143, loss_tr: 0.330451, loss_t: 0.254754  
seq: 2, epoch: 0, step: 190, training: 0.9375, testing: 0.785714, loss_tr: 0.203418, loss_t: 0.354889  
seq: 2, epoch: 1, step: 200, training: 0.75, testing: 0.857143, loss_tr: 0.330438, loss_t: 0.394091  
seq: 2, epoch: 1, step: 210, training: 1, testing: 0.928571, loss_tr: 0.0661513, loss_t: 0.300782  
seq: 2, epoch: 1, step: 220, training: 0.875, testing: 0.857143, loss_tr: 0.0512567, loss_t: 0.254434  
seq: 2, epoch: 1, step: 230, training: 0.6875, testing: 0.857143, loss_tr: 0.210062, loss_t: 0.298669  
seq: 2, epoch: 1, step: 240, training: 0.75, testing: 0.928571, loss_tr: 0.211354, loss_t: 0.237064  
seq: 2, epoch: 1, step: 250, training: 0.8125, testing: 0.928571, loss_tr: 0.570071, loss_t: 0.294206  
seq: 2, epoch: 1, step: 260, training: 0.625, testing: 0.785714, loss_tr: 0.190089, loss_t: 0.202622  
seq: 2, epoch: 1, step: 270, training: 1, testing: 0.857143, loss_tr: 0.1652, loss_t: 0.28397  
seq: 2, epoch: 1, step: 280, training: 0.6875, testing: 0.785714, loss_tr: 0.0933861, loss_t: 0.246346  
seq: 2, epoch: 1, step: 290, training: 1, testing: 0.857143, loss_tr: 0.0636405, loss_t: 0.474996  
seq: 2, epoch: 1, step: 300, training: 0.875, testing: 0.857143, loss_tr: 0.191592, loss_t: 0.274926  
seq: 2, epoch: 1, step: 310, training: 1, testing: 0.857143, loss_tr: 0.0427451, loss_t: 0.220602  
seq: 2, epoch: 1, step: 320, training: 0.8125, testing: 0.857143, loss_tr: 0.121973, loss_t: 0.277914  
seq: 2, epoch: 1, step: 330, training: 1, testing: 0.857143, loss_tr: 0.0353808, loss_t: 0.209451  
seq: 2, epoch: 1, step: 340, training: 0.75, testing: 0.928571, loss_tr: 0.0853797, loss_t: 0.281578  
seq: 2, epoch: 1, step: 350, training: 0.75, testing: 0.928571, loss_tr: 0.197641, loss_t: 0.174868  
seq: 2, epoch: 1, step: 360, training: 0.8125, testing: 0.928571, loss_tr: 0.0458523, loss_t: 0.125758  
seq: 2, epoch: 1, step: 370, training: 0.6875, testing: 0.928571, loss_tr: 0.0917734, loss_t: 0.0995589  
seq: 2, epoch: 1, step: 380, training: 0.75, testing: 0.785714, loss_tr: 0.259936, loss_t: 0.212521  
seq: 2, epoch: 1, step: 390, training: 0.8125, testing: 0.928571, loss_tr: 0.0232382, loss_t: 0.167262  
seq: 2, epoch: 2, step: 400, training: 0.8125, testing: 0.857143, loss_tr: 0.0430883, loss_t: 0.270957  
seq: 2, epoch: 2, step: 410, training: 0.875, testing: 0.928571, loss_tr: 0.0257912, loss_t: 0.15588  
seq: 2, epoch: 2, step: 420, training: 0.875, testing: 0.928571, loss_tr: 0.0293162, loss_t: 0.203595  
seq: 2, epoch: 2, step: 430, training: 0.875, testing: 0.928571, loss_tr: 0.0256195, loss_t: 0.172945  
seq: 2, epoch: 2, step: 440, training: 0.9375, testing: 0.928571, loss_tr: 0.0478419, loss_t: 0.263828  
seq: 2, epoch: 2, step: 450, training: 0.9375, testing: 0.928571, loss_tr: 0.0391797, loss_t: 0.243383  
seq: 2, epoch: 2, step: 460, training: 1, testing: 0.857143, loss_tr: 0.00304799, loss_t: 0.204411  
seq: 2, epoch: 2, step: 470, training: 0.75, testing: 0.857143, loss_tr: 0.0549923, loss_t: 0.154578  
seq: 2, epoch: 2, step: 480, training: 0.875, testing: 0.928571, loss_tr: 0.0502138, loss_t: 0.128281  
seq: 2, epoch: 2, step: 490, training: 0.8125, testing: 0.928571, loss_tr: 0.0518011, loss_t: 0.164028  
seq: 2, epoch: 2, step: 500, training: 1, testing: 0.857143, loss_tr: 0.0317184, loss_t: 0.183627  
seq: 2, epoch: 2, step: 510, training: 1, testing: 0.857143, loss_tr: 0.0454669, loss_t: 0.172436  
seq: 2, epoch: 2, step: 520, training: 1, testing: 0.857143, loss_tr: 0.030609, loss_t: 0.314261  
seq: 2, epoch: 2, step: 530, training: 0.9375, testing: 0.928571, loss_tr: 0.0412079, loss_t: 0.1426  
seq: 2, epoch: 2, step: 540, training: 0.9375, testing: 0.928571, loss_tr: 0.0351928, loss_t: 0.179318  
seq: 2, epoch: 2, step: 550, training: 0.875, testing: 0.928571, loss_tr: 0.0280456, loss_t: 0.128911  
seq: 2, epoch: 2, step: 560, training: 0.9375, testing: 0.928571, loss_tr: 0.0126344, loss_t: 0.134248  
seq: 2, epoch: 2, step: 570, training: 0.875, testing: 0.857143, loss_tr: 0.00499363, loss_t: 0.134289  
seq: 2, epoch: 2, step: 580, training: 0.9375, testing: 1, loss_tr: 0.0160999, loss_t: 0.0710945  
seq: 2, epoch: 2, step: 590, training: 0.75, testing: 0.928571, loss_tr: 0.114618, loss_t: 0.118056  
seq: 2, epoch: 3, step: 600, training: 0.9375, testing: 0.928571, loss_tr: 0.0287513, loss_t: 0.210154  
seq: 2, epoch: 3, step: 610, training: 0.9375, testing: 0.928571, loss_tr: 0.0123952, loss_t: 0.107919  
seq: 2, epoch: 3, step: 620, training: 0.9375, testing: 0.928571, loss_tr: 0.0402744, loss_t: 0.162495  
seq: 2, epoch: 3, step: 630, training: 0.8125, testing: 0.785714, loss_tr: 0.0100118, loss_t: 0.322741  
seq: 2, epoch: 3, step: 640, training: 1, testing: 1, loss_tr: 0.00829834, loss_t: 0.072259  
seq: 2, epoch: 3, step: 650, training: 0.9375, testing: 0.785714, loss_tr: 0.0237871, loss_t: 0.22965  
seq: 2, epoch: 3, step: 660, training: 1, testing: 0.928571, loss_tr: 0.00416735, loss_t: 0.14271  
seq: 2, epoch: 3, step: 670, training: 0.9375, testing: 0.928571, loss_tr: 0.0225794, loss_t: 0.144505  
seq: 2, epoch: 3, step: 680, training: 0.875, testing: 0.928571, loss_tr: 0.0142897, loss_t: 0.0900011  
seq: 2, epoch: 3, step: 690, training: 0.875, testing: 0.928571, loss_tr: 0.00724836, loss_t: 0.117556  
seq: 2, epoch: 3, step: 700, training: 0.875, testing: 0.928571, loss_tr: 0.00437114, loss_t: 0.232493  
seq: 2, epoch: 3, step: 710, training: 0.8125, testing: 0.928571, loss_tr: 0.00753153, loss_t: 0.111603  
seq: 2, epoch: 3, step: 720, training: 0.875, testing: 0.928571, loss_tr: 0.00389058, loss_t: 0.181283  
seq: 2, epoch: 3, step: 730, training: 0.875, testing: 0.928571, loss_tr: 0.0222494, loss_t: 0.0871284  
seq: 2, epoch: 3, step: 740, training: 1, testing: 0.857143, loss_tr: 0.0112808, loss_t: 0.279808  
seq: 2, epoch: 3, step: 750, training: 1, testing: 0.928571, loss_tr: 0.0137275, loss_t: 0.245371  
seq: 2, epoch: 3, step: 760, training: 1, testing: 0.928571, loss_tr: 0.00554908, loss_t: 0.144199  
seq: 2, epoch: 3, step: 770, training: 0.875, testing: 0.928571, loss_tr: 0.0402736, loss_t: 0.0980819  
seq: 2, epoch: 3, step: 780, training: 1, testing: 0.928571, loss_tr: 0.00263672, loss_t: 0.187739  
seq: 2, epoch: 3, step: 790, training: 0.875, testing: 0.928571, loss_tr: 0.0104089, loss_t: 0.0913486  
seq: 2, epoch: 4, step: 800, training: 0.9375, testing: 0.928571, loss_tr: 0.00584011, loss_t: 0.0632655  
seq: 2, epoch: 4, step: 810, training: 0.9375, testing: 0.928571, loss_tr: 0.00144183, loss_t: 0.0779391  
seq: 2, epoch: 4, step: 820, training: 0.9375, testing: 0.928571, loss_tr: 0.00143582, loss_t: 0.130288  
seq: 2, epoch: 4, step: 830, training: 0.875, testing: 0.928571, loss_tr: 0.00551501, loss_t: 0.168631  
seq: 2, epoch: 4, step: 840, training: 1, testing: 0.928571, loss_tr: 0.00227966, loss_t: 0.0643876  
seq: 2, epoch: 4, step: 850, training: 0.9375, testing: 0.928571, loss_tr: 0.00297802, loss_t: 0.0445207  
seq: 2, epoch: 4, step: 860, training: 0.9375, testing: 0.928571, loss_tr: 0.0274139, loss_t: 0.0549388  
seq: 2, epoch: 4, step: 870, training: 0.8125, testing: 0.928571, loss_tr: 0.00412422, loss_t: 0.067672  
seq: 2, epoch: 4, step: 880, training: 1, testing: 0.928571, loss_tr: 0.0126682, loss_t: 0.0559875  
seq: 2, epoch: 4, step: 890, training: 1, testing: 0.928571, loss_tr: 0.00204654, loss_t: 0.0358362  
seq: 2, epoch: 4, step: 900, training: 0.9375, testing: 0.928571, loss_tr: 0.00184686, loss_t: 0.0378466  
seq: 2, epoch: 4, step: 910, training: 1, testing: 0.928571, loss_tr: 0.00202923, loss_t: 0.0332381  
seq: 2, epoch: 4, step: 920, training: 0.875, testing: 0.928571, loss_tr: 0.00277521, loss_t: 0.024783  
seq: 2, epoch: 4, step: 930, training: 0.875, testing: 0.928571, loss_tr: 0.00101169, loss_t: 0.0233029  
seq: 2, epoch: 4, step: 940, training: 0.9375, testing: 0.928571, loss_tr: 0.00308262, loss_t: 0.0252313  
seq: 2, epoch: 4, step: 950, training: 0.75, testing: 0.928571, loss_tr: 0.0168747, loss_t: 0.0255906  
seq: 2, epoch: 4, step: 960, training: 1, testing: 0.928571, loss_tr: 0.000126193, loss_t: 0.0449346  
seq: 2, epoch: 4, step: 970, training: 0.875, testing: 0.928571, loss_tr: 0.0110086, loss_t: 0.040458  
seq: 2, epoch: 4, step: 980, training: 0.9375, testing: 0.928571, loss_tr: 0.00028382, loss_t: 0.0628359  
seq: 2, epoch: 4, step: 990, training: 0.9375, testing: 0.928571, loss_tr: 0.0419243, loss_t: 0.0637198  
seq: 2, epoch: 5, step: 1000, training: 1, testing: 0.928571, loss_tr: 0.00017355, loss_t: 0.0483473  
 
****************************************
current sequence is 3
****************************************
seq: 3, epoch: 0, step: 0, training: 0.5, testing: 0.347826, loss_tr: 1.823, loss_t: 1.69535  
seq: 3, epoch: 0, step: 10, training: 0.75, testing: 0.782609, loss_tr: 0.733583, loss_t: 1.03255  
seq: 3, epoch: 0, step: 20, training: 0.875, testing: 0.73913, loss_tr: 0.452527, loss_t: 0.933095  
seq: 3, epoch: 0, step: 30, training: 0.6875, testing: 0.608696, loss_tr: 0.790207, loss_t: 1.10919  
seq: 3, epoch: 0, step: 40, training: 0.75, testing: 0.782609, loss_tr: 0.448227, loss_t: 0.674078  
seq: 3, epoch: 0, step: 50, training: 0.9375, testing: 0.73913, loss_tr: 0.316383, loss_t: 0.698618  
seq: 3, epoch: 0, step: 60, training: 0.8125, testing: 0.695652, loss_tr: 0.403388, loss_t: 0.56506  
seq: 3, epoch: 0, step: 70, training: 0.875, testing: 0.73913, loss_tr: 0.477087, loss_t: 0.490063  
seq: 3, epoch: 0, step: 80, training: 1, testing: 0.391304, loss_tr: 0.252591, loss_t: 0.664046  
seq: 3, epoch: 0, step: 90, training: 0.625, testing: 0.73913, loss_tr: 0.630443, loss_t: 0.373362  
seq: 3, epoch: 0, step: 100, training: 0.875, testing: 0.73913, loss_tr: 0.421802, loss_t: 0.420986  
seq: 3, epoch: 0, step: 110, training: 0.6875, testing: 0.826087, loss_tr: 0.535017, loss_t: 0.373346  
seq: 3, epoch: 0, step: 120, training: 0.8125, testing: 0.695652, loss_tr: 0.196198, loss_t: 0.374727  
seq: 3, epoch: 0, step: 130, training: 0.875, testing: 0.521739, loss_tr: 0.314334, loss_t: 0.443963  
seq: 3, epoch: 0, step: 140, training: 0.8125, testing: 0.782609, loss_tr: 0.37224, loss_t: 0.299759  
seq: 3, epoch: 0, step: 150, training: 1, testing: 0.347826, loss_tr: 0.241985, loss_t: 0.515777  
seq: 3, epoch: 0, step: 160, training: 0.5625, testing: 0.826087, loss_tr: 0.541975, loss_t: 0.267719  
seq: 3, epoch: 0, step: 170, training: 0.875, testing: 0.695652, loss_tr: 0.290487, loss_t: 0.35027  
seq: 3, epoch: 0, step: 180, training: 0.8125, testing: 0.869565, loss_tr: 0.333989, loss_t: 0.248085  
seq: 3, epoch: 1, step: 190, training: 0.9375, testing: 0.695652, loss_tr: 0.283964, loss_t: 0.332817  
seq: 3, epoch: 1, step: 200, training: 0.75, testing: 0.913043, loss_tr: 0.477908, loss_t: 0.176948  
seq: 3, epoch: 1, step: 210, training: 0.9375, testing: 0.73913, loss_tr: 0.137963, loss_t: 0.28713  
seq: 3, epoch: 1, step: 220, training: 0.8125, testing: 0.913043, loss_tr: 0.453365, loss_t: 0.263849  
seq: 3, epoch: 1, step: 230, training: 0.875, testing: 0.73913, loss_tr: 0.226431, loss_t: 0.402361  
seq: 3, epoch: 1, step: 240, training: 0.625, testing: 0.869565, loss_tr: 0.38062, loss_t: 0.289257  
seq: 3, epoch: 1, step: 250, training: 0.875, testing: 0.913043, loss_tr: 0.245885, loss_t: 0.261352  
seq: 3, epoch: 1, step: 260, training: 0.9375, testing: 0.913043, loss_tr: 0.133814, loss_t: 0.205531  
seq: 3, epoch: 1, step: 270, training: 1, testing: 0.869565, loss_tr: 0.0658438, loss_t: 0.251243  
seq: 3, epoch: 1, step: 280, training: 0.8125, testing: 0.782609, loss_tr: 0.0288086, loss_t: 0.207845  
seq: 3, epoch: 1, step: 290, training: 0.9375, testing: 0.434783, loss_tr: 0.122989, loss_t: 0.498173  
seq: 3, epoch: 1, step: 300, training: 0.8125, testing: 0.869565, loss_tr: 0.141557, loss_t: 0.216879  
seq: 3, epoch: 1, step: 310, training: 0.9375, testing: 0.913043, loss_tr: 0.100084, loss_t: 0.324449  
