Wed Apr  5 13:44:42 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.133333, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 1120, training: 0.733333, testing: 0.5, anv: 0.5, best 0.5 
step 1140, training: 0.333333, testing: 0.5, anv: 0.5, best 0.5 
step 1160, training: 0.533333, testing: 0.5, anv: 0.5, best 0.5 
step 1180, training: 0.466667, testing: 0.5, anv: 0.5, best 0.5 
step 1200, training: 0.4, testing: 0.5, anv: 0.5, best 0.5 
step 1220, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1240, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1260, training: 0.533333, testing: 0.5, anv: 0.5, best 0.5 
step 1280, training: 0.333333, testing: 0.5, anv: 0.5, best 0.5 
step 1300, training: 0.333333, testing: 0.5, anv: 0.5, best 0.5 
step 1320, training: 0.533333, testing: 0.5, anv: 0.5, best 0.5 
step 1340, training: 0.4, testing: 0.5, anv: 0.5, best 0.5 
step 1360, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1380, training: 0.466667, testing: 0.5, anv: 0.5, best 0.5 
step 1400, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1420, training: 0.266667, testing: 0.5, anv: 0.5, best 0.5 
step 1440, training: 0.733333, testing: 0.5, anv: 0.5, best 0.5 
step 1460, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1480, training: 0.666667, testing: 0.5, anv: 0.5, best 0.5 
step 1500, training: 0.6, testing: 0.666667, anv: 0.516667, best 0.516667 
step 1520, training: 0.466667, testing: 0.5, anv: 0.516667, best 0.516667 
step 1540, training: 0.6, testing: 0.5, anv: 0.516667, best 0.516667 
step 1560, training: 0.533333, testing: 0.5, anv: 0.516667, best 0.516667 
step 1580, training: 0.533333, testing: 0.5, anv: 0.516667, best 0.516667 
step 1600, training: 0.466667, testing: 0.5, anv: 0.516667, best 0.516667 
step 1620, training: 0.6, testing: 0.5, anv: 0.516667, best 0.516667 
step 1640, training: 0.533333, testing: 0.5, anv: 0.516667, best 0.516667 
step 1660, training: 0.4, testing: 0.5, anv: 0.516667, best 0.516667 
step 1680, training: 0.6, testing: 0.5, anv: 0.516667, best 0.516667 
step 1700, training: 0.533333, testing: 0.5, anv: 0.5, best 0.516667 
step 1720, training: 0.333333, testing: 0.5, anv: 0.5, best 0.516667 
step 1740, training: 0.4, testing: 0.5, anv: 0.5, best 0.516667 
step 1760, training: 0.866667, testing: 0.5, anv: 0.5, best 0.516667 
step 1780, training: 0.6, testing: 0.5, anv: 0.5, best 0.516667 
