Wed Jun 14 10:31:35 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0, testing: 0.111111, loss_tr: 1.87566, loss_t: 2.10224  
seq: 1, epoch: 2, step: 470, training: 0.8125, testing: 0.888889, loss_tr: 0.0119436, loss_t: 0.00217891  
seq: 1, epoch: 2, step: 480, training: 0.875, testing: 0.944444, loss_tr: 0.0700472, loss_t: 0.00207621  
seq: 1, epoch: 2, step: 490, training: 1, testing: 0.888889, loss_tr: 0.0113836, loss_t: 0.00368271  
seq: 1, epoch: 2, step: 500, training: 1, testing: 1, loss_tr: 0.019481, loss_t: 0.0649799  
seq: 1, epoch: 2, step: 510, training: 0.875, testing: 0.944444, loss_tr: 0.0128125, loss_t: 0.0110986  
seq: 1, epoch: 2, step: 520, training: 0.8125, testing: 0.888889, loss_tr: 0.069924, loss_t: 0.00803348  
seq: 1, epoch: 2, step: 530, training: 0.875, testing: 0.944444, loss_tr: 0.0512977, loss_t: 0.0176498  
seq: 1, epoch: 2, step: 540, training: 0.875, testing: 1, loss_tr: 0.0244869, loss_t: 0.0155208  
seq: 1, epoch: 2, step: 550, training: 0.875, testing: 0.833333, loss_tr: 0.0135694, loss_t: 0.00348037  
seq: 1, epoch: 2, step: 560, training: 0.875, testing: 0.944444, loss_tr: 0.00383022, loss_t: 0.00273013  
seq: 1, epoch: 2, step: 570, training: 1, testing: 1, loss_tr: 0.00526763, loss_t: 0.00573839  
seq: 1, epoch: 2, step: 580, training: 0.9375, testing: 0.888889, loss_tr: 0.00520034, loss_t: 0.00514576  
seq: 1, epoch: 3, step: 590, training: 0.9375, testing: 0.944444, loss_tr: 0.00177483, loss_t: 0.0060827  
seq: 1, epoch: 3, step: 600, training: 0.9375, testing: 1, loss_tr: 0.00764132, loss_t: 0.00916614  
seq: 1, epoch: 3, step: 610, training: 0.75, testing: 0.944444, loss_tr: 0.0206904, loss_t: 0.00151042  
seq: 1, epoch: 3, step: 620, training: 0.8125, testing: 0.944444, loss_tr: 0.0972058, loss_t: 0.00103173  
seq: 1, epoch: 3, step: 630, training: 0.9375, testing: 1, loss_tr: 0.000699737, loss_t: 0.00313258  
seq: 1, epoch: 3, step: 640, training: 0.875, testing: 0.888889, loss_tr: 0.00135723, loss_t: 0.00136372  
seq: 1, epoch: 3, step: 650, training: 0.9375, testing: 1, loss_tr: 0.00894421, loss_t: 0.000626909  
seq: 1, epoch: 3, step: 660, training: 0.9375, testing: 1, loss_tr: 0.0116292, loss_t: 0.00445226  
seq: 1, epoch: 3, step: 670, training: 1, testing: 0.944444, loss_tr: 0.00563446, loss_t: 0.00655389  
seq: 1, epoch: 3, step: 680, training: 1, testing: 0.944444, loss_tr: 0.00427284, loss_t: 0.00166071  
seq: 1, epoch: 3, step: 690, training: 0.875, testing: 1, loss_tr: 0.0202598, loss_t: 0.0019358  
seq: 1, epoch: 3, step: 700, training: 0.8125, testing: 1, loss_tr: 0.0500727, loss_t: 0.00129218  
seq: 1, epoch: 3, step: 710, training: 1, testing: 0.944444, loss_tr: 0.00268335, loss_t: 0.00066269  
seq: 1, epoch: 3, step: 720, training: 0.9375, testing: 1, loss_tr: 0.0210392, loss_t: 0.000430199  
seq: 1, epoch: 3, step: 730, training: 0.9375, testing: 0.944444, loss_tr: 0.00237539, loss_t: 0.000964261  
seq: 1, epoch: 3, step: 740, training: 0.8125, testing: 0.944444, loss_tr: 0.0196815, loss_t: 0.000842493  
seq: 1, epoch: 3, step: 750, training: 1, testing: 0.944444, loss_tr: 0.0054337, loss_t: 0.00106198  
seq: 1, epoch: 3, step: 760, training: 0.9375, testing: 1, loss_tr: 0.00517121, loss_t: 0.000617388  
seq: 1, epoch: 3, step: 770, training: 1, testing: 0.944444, loss_tr: 0.00882137, loss_t: 0.000640077  
seq: 1, epoch: 4, step: 780, training: 1, testing: 0.888889, loss_tr: 0.00242578, loss_t: 0.00228064  
seq: 1, epoch: 4, step: 790, training: 0.9375, testing: 0.944444, loss_tr: 0.00602633, loss_t: 0.000730555  
seq: 1, epoch: 4, step: 800, training: 1, testing: 1, loss_tr: 0.0058724, loss_t: 0.000410764  
seq: 1, epoch: 4, step: 810, training: 1, testing: 1, loss_tr: 0.000107002, loss_t: 0.00223944  
seq: 1, epoch: 4, step: 820, training: 1, testing: 1, loss_tr: 0.00248978, loss_t: 0.0020726  
seq: 1, epoch: 4, step: 830, training: 0.875, testing: 0.888889, loss_tr: 0.00287607, loss_t: 0.000390657  
seq: 1, epoch: 4, step: 840, training: 0.75, testing: 0.833333, loss_tr: 0.0284773, loss_t: 0.000515068  
seq: 1, epoch: 4, step: 850, training: 1, testing: 1, loss_tr: 0.00995693, loss_t: 0.00266216  
seq: 1, epoch: 4, step: 860, training: 1, testing: 1, loss_tr: 0.00465217, loss_t: 0.00430392  
seq: 1, epoch: 4, step: 870, training: 0.9375, testing: 1, loss_tr: 0.0121809, loss_t: 0.00110363  
seq: 1, epoch: 4, step: 880, training: 1, testing: 1, loss_tr: 0.000465583, loss_t: 0.00100765  
seq: 1, epoch: 4, step: 890, training: 1, testing: 0.944444, loss_tr: 0.000546873, loss_t: 0.000382413  
seq: 1, epoch: 4, step: 900, training: 1, testing: 0.888889, loss_tr: 0.0274759, loss_t: 0.000495533  
seq: 1, epoch: 4, step: 910, training: 0.9375, testing: 0.888889, loss_tr: 0.0065545, loss_t: 0.000624726  
seq: 1, epoch: 4, step: 920, training: 0.9375, testing: 0.944444, loss_tr: 0.00301731, loss_t: 0.0017992  
seq: 1, epoch: 4, step: 930, training: 1, testing: 0.888889, loss_tr: 0.000522086, loss_t: 0.000598154  
seq: 1, epoch: 4, step: 940, training: 0.9375, testing: 0.888889, loss_tr: 0.00194681, loss_t: 0.00093702  
seq: 1, epoch: 4, step: 950, training: 0.9375, testing: 0.888889, loss_tr: 0.0147853, loss_t: 0.00294303  
seq: 1, epoch: 4, step: 960, training: 1, testing: 0.944444, loss_tr: 0.000591287, loss_t: 0.000848338  
seq: 1, epoch: 5, step: 970, training: 1, testing: 0.944444, loss_tr: 0.000540808, loss_t: 0.00051917  
seq: 1, epoch: 5, step: 980, training: 0.9375, testing: 0.944444, loss_tr: 6.95766e-05, loss_t: 0.000389373  
seq: 1, epoch: 5, step: 990, training: 1, testing: 0.944444, loss_tr: 0.000451029, loss_t: 0.000348833  
seq: 1, epoch: 5, step: 1000, training: 1, testing: 0.944444, loss_tr: 0.00184416, loss_t: 0.000324898  
 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.875, testing: 0.642857, loss_tr: 0.987034, loss_t: 1.60057  
seq: 2, epoch: 0, step: 10, training: 0.875, testing: 0.642857, loss_tr: 0.812619, loss_t: 1.17636  
seq: 2, epoch: 0, step: 20, training: 0.75, testing: 0.714286, loss_tr: 0.830714, loss_t: 0.846274  
seq: 2, epoch: 0, step: 30, training: 0.75, testing: 0.642857, loss_tr: 0.670419, loss_t: 0.672283  
seq: 2, epoch: 0, step: 40, training: 0.6875, testing: 0.714286, loss_tr: 0.73222, loss_t: 0.684222  
seq: 2, epoch: 0, step: 50, training: 0.75, testing: 0.714286, loss_tr: 0.651742, loss_t: 0.587616  
seq: 2, epoch: 0, step: 60, training: 0.6875, testing: 0.785714, loss_tr: 0.792038, loss_t: 0.558983  
seq: 2, epoch: 0, step: 70, training: 0.5625, testing: 0.714286, loss_tr: 0.745789, loss_t: 0.540589  
seq: 2, epoch: 0, step: 80, training: 0.8125, testing: 0.785714, loss_tr: 0.351134, loss_t: 0.498484  
seq: 2, epoch: 0, step: 90, training: 0.875, testing: 0.714286, loss_tr: 0.298188, loss_t: 0.544922  
seq: 2, epoch: 0, step: 100, training: 0.625, testing: 0.714286, loss_tr: 0.6571, loss_t: 0.423698  
seq: 2, epoch: 0, step: 110, training: 0.9375, testing: 0.785714, loss_tr: 0.371469, loss_t: 0.407729  
seq: 2, epoch: 0, step: 120, training: 0.6875, testing: 0.785714, loss_tr: 0.459266, loss_t: 0.386355  
seq: 2, epoch: 0, step: 130, training: 0.625, testing: 0.857143, loss_tr: 0.608066, loss_t: 0.331316  
seq: 2, epoch: 0, step: 140, training: 0.625, testing: 0.714286, loss_tr: 0.458035, loss_t: 0.465801  
seq: 2, epoch: 0, step: 150, training: 0.6875, testing: 0.857143, loss_tr: 0.386928, loss_t: 0.363059  
seq: 2, epoch: 0, step: 160, training: 0.625, testing: 0.785714, loss_tr: 0.318391, loss_t: 0.324967  
seq: 2, epoch: 0, step: 170, training: 0.625, testing: 0.714286, loss_tr: 0.268105, loss_t: 0.287327  
seq: 2, epoch: 0, step: 180, training: 0.6875, testing: 0.785714, loss_tr: 0.444424, loss_t: 0.359481  
seq: 2, epoch: 0, step: 190, training: 0.875, testing: 0.857143, loss_tr: 0.347752, loss_t: 0.269648  
seq: 2, epoch: 1, step: 200, training: 0.6875, testing: 0.714286, loss_tr: 0.34327, loss_t: 0.275487  
seq: 2, epoch: 1, step: 210, training: 0.8125, testing: 0.785714, loss_tr: 0.214357, loss_t: 0.236742  
seq: 2, epoch: 1, step: 220, training: 0.5625, testing: 0.857143, loss_tr: 0.229563, loss_t: 0.204175  
seq: 2, epoch: 1, step: 230, training: 0.875, testing: 0.714286, loss_tr: 0.0313361, loss_t: 0.259081  
seq: 2, epoch: 1, step: 240, training: 0.875, testing: 0.785714, loss_tr: 0.269952, loss_t: 0.33747  
seq: 2, epoch: 1, step: 250, training: 0.8125, testing: 0.857143, loss_tr: 0.172347, loss_t: 0.172099  
seq: 2, epoch: 1, step: 260, training: 0.875, testing: 0.857143, loss_tr: 0.041785, loss_t: 0.182184  
seq: 2, epoch: 1, step: 270, training: 0.9375, testing: 0.785714, loss_tr: 0.115369, loss_t: 0.250391  
seq: 2, epoch: 1, step: 280, training: 0.9375, testing: 0.857143, loss_tr: 0.0249316, loss_t: 0.198172  
seq: 2, epoch: 1, step: 290, training: 0.75, testing: 0.785714, loss_tr: 0.146087, loss_t: 0.20097  
seq: 2, epoch: 1, step: 300, training: 0.6875, testing: 0.785714, loss_tr: 0.139868, loss_t: 0.128133  
seq: 2, epoch: 1, step: 310, training: 1, testing: 0.785714, loss_tr: 0.15277, loss_t: 0.141419  
seq: 2, epoch: 1, step: 320, training: 0.8125, testing: 0.785714, loss_tr: 0.0430767, loss_t: 0.161289  
seq: 2, epoch: 1, step: 330, training: 0.8125, testing: 0.857143, loss_tr: 0.0223197, loss_t: 0.105974  
seq: 2, epoch: 1, step: 340, training: 0.9375, testing: 0.857143, loss_tr: 0.00791385, loss_t: 0.131408  
seq: 2, epoch: 1, step: 350, training: 0.8125, testing: 0.785714, loss_tr: 0.16521, loss_t: 0.166973  
seq: 2, epoch: 1, step: 360, training: 0.875, testing: 0.928571, loss_tr: 0.0936624, loss_t: 0.196683  
seq: 2, epoch: 1, step: 370, training: 0.9375, testing: 0.785714, loss_tr: 0.0548266, loss_t: 0.267124  
seq: 2, epoch: 1, step: 380, training: 0.875, testing: 0.785714, loss_tr: 0.0620148, loss_t: 0.229281  
seq: 2, epoch: 1, step: 390, training: 0.875, testing: 0.857143, loss_tr: 0.0269085, loss_t: 0.291145  
seq: 2, epoch: 2, step: 400, training: 0.9375, testing: 0.857143, loss_tr: 0.0267928, loss_t: 0.127843  
seq: 2, epoch: 2, step: 410, training: 0.9375, testing: 0.928571, loss_tr: 0.0513942, loss_t: 0.159436  
seq: 2, epoch: 2, step: 420, training: 0.75, testing: 0.857143, loss_tr: 0.0102037, loss_t: 0.126647  
seq: 2, epoch: 2, step: 430, training: 0.875, testing: 0.785714, loss_tr: 0.00181883, loss_t: 0.236294  
seq: 2, epoch: 2, step: 440, training: 0.75, testing: 0.785714, loss_tr: 0.122836, loss_t: 0.110983  
seq: 2, epoch: 2, step: 450, training: 0.9375, testing: 0.928571, loss_tr: 0.0890738, loss_t: 0.136144  
seq: 2, epoch: 2, step: 460, training: 0.875, testing: 0.857143, loss_tr: 0.0131929, loss_t: 0.132481  
seq: 2, epoch: 2, step: 470, training: 0.8125, testing: 0.785714, loss_tr: 0.0137959, loss_t: 0.232692  
seq: 2, epoch: 2, step: 480, training: 0.9375, testing: 0.785714, loss_tr: 0.0246315, loss_t: 0.123279  
seq: 2, epoch: 2, step: 490, training: 0.9375, testing: 0.857143, loss_tr: 0.00882063, loss_t: 0.105122  
seq: 2, epoch: 2, step: 500, training: 0.875, testing: 0.857143, loss_tr: 0.034716, loss_t: 0.0648784  
seq: 2, epoch: 2, step: 510, training: 0.8125, testing: 0.785714, loss_tr: 0.0279786, loss_t: 0.240394  
seq: 2, epoch: 2, step: 520, training: 0.875, testing: 0.857143, loss_tr: 0.0324151, loss_t: 0.181355  
seq: 2, epoch: 2, step: 530, training: 1, testing: 0.928571, loss_tr: 0.00166279, loss_t: 0.119283  
seq: 2, epoch: 2, step: 540, training: 0.875, testing: 0.857143, loss_tr: 0.011362, loss_t: 0.125256  
seq: 2, epoch: 2, step: 550, training: 0.875, testing: 0.785714, loss_tr: 0.0425588, loss_t: 0.109521  
seq: 2, epoch: 2, step: 560, training: 0.9375, testing: 0.928571, loss_tr: 0.00293929, loss_t: 0.167945  
seq: 2, epoch: 2, step: 570, training: 0.875, testing: 0.785714, loss_tr: 0.0179547, loss_t: 0.252609  
seq: 2, epoch: 2, step: 580, training: 0.6875, testing: 0.714286, loss_tr: 0.0213542, loss_t: 0.0703702  
seq: 2, epoch: 2, step: 590, training: 0.9375, testing: 0.857143, loss_tr: 0.0213161, loss_t: 0.113839  
seq: 2, epoch: 3, step: 600, training: 0.9375, testing: 0.928571, loss_tr: 0.00375172, loss_t: 0.0681687  
seq: 2, epoch: 3, step: 610, training: 0.9375, testing: 0.928571, loss_tr: 0.0241604, loss_t: 0.0787202  
seq: 2, epoch: 3, step: 620, training: 0.9375, testing: 0.857143, loss_tr: 0.00937125, loss_t: 0.155412  
seq: 2, epoch: 3, step: 630, training: 0.875, testing: 0.857143, loss_tr: 0.021157, loss_t: 0.0533359  
seq: 2, epoch: 3, step: 640, training: 0.875, testing: 0.857143, loss_tr: 0.00180478, loss_t: 0.111243  
seq: 2, epoch: 3, step: 650, training: 1, testing: 0.928571, loss_tr: 0.038136, loss_t: 0.102512  
seq: 2, epoch: 3, step: 660, training: 0.9375, testing: 0.928571, loss_tr: 0.00203628, loss_t: 0.138179  
seq: 2, epoch: 3, step: 670, training: 1, testing: 0.928571, loss_tr: 0.00220389, loss_t: 0.160092  
seq: 2, epoch: 3, step: 680, training: 1, testing: 0.928571, loss_tr: 0.00569741, loss_t: 0.159484  
seq: 2, epoch: 3, step: 690, training: 1, testing: 1, loss_tr: 0.000798527, loss_t: 0.0651302  
seq: 2, epoch: 3, step: 700, training: 1, testing: 0.928571, loss_tr: 0.00254385, loss_t: 0.0638651  
seq: 2, epoch: 3, step: 710, training: 0.875, testing: 0.785714, loss_tr: 0.00157662, loss_t: 0.0425281  
seq: 2, epoch: 3, step: 720, training: 0.9375, testing: 0.857143, loss_tr: 0.0366219, loss_t: 0.0595927  
seq: 2, epoch: 3, step: 730, training: 0.875, testing: 0.928571, loss_tr: 0.00101132, loss_t: 0.0427344  
seq: 2, epoch: 3, step: 740, training: 0.9375, testing: 0.857143, loss_tr: 0.00247729, loss_t: 0.0517629  
seq: 2, epoch: 3, step: 750, training: 1, testing: 0.857143, loss_tr: 0.000288953, loss_t: 0.0699647  
seq: 2, epoch: 3, step: 760, training: 0.9375, testing: 0.928571, loss_tr: 0.00540971, loss_t: 0.0652669  
seq: 2, epoch: 3, step: 770, training: 1, testing: 0.928571, loss_tr: 0.0153708, loss_t: 0.0638247  
seq: 2, epoch: 3, step: 780, training: 0.8125, testing: 0.857143, loss_tr: 0.00688768, loss_t: 0.181493  
seq: 2, epoch: 3, step: 790, training: 0.8125, testing: 0.785714, loss_tr: 0.00159677, loss_t: 0.124212  
seq: 2, epoch: 4, step: 800, training: 0.8125, testing: 0.857143, loss_tr: 0.0486202, loss_t: 0.0709964  
seq: 2, epoch: 4, step: 810, training: 0.875, testing: 0.928571, loss_tr: 0.00134846, loss_t: 0.133642  
seq: 2, epoch: 4, step: 820, training: 0.875, testing: 0.857143, loss_tr: 0.0819921, loss_t: 0.216157  
seq: 2, epoch: 4, step: 830, training: 0.6875, testing: 0.785714, loss_tr: 0.00888387, loss_t: 0.237554  
seq: 2, epoch: 4, step: 840, training: 0.8125, testing: 0.785714, loss_tr: 0.00136484, loss_t: 0.2154  
seq: 2, epoch: 4, step: 850, training: 0.8125, testing: 0.857143, loss_tr: 0.00307528, loss_t: 0.130755  
seq: 2, epoch: 4, step: 860, training: 0.9375, testing: 0.928571, loss_tr: 0.000135853, loss_t: 0.0799105  
seq: 2, epoch: 4, step: 870, training: 1, testing: 0.928571, loss_tr: 0.00099197, loss_t: 0.0782437  
seq: 2, epoch: 4, step: 880, training: 0.9375, testing: 0.857143, loss_tr: 0.00084425, loss_t: 0.121417  
seq: 2, epoch: 4, step: 890, training: 1, testing: 0.857143, loss_tr: 0.0003752, loss_t: 0.0924808  
seq: 2, epoch: 4, step: 900, training: 0.9375, testing: 0.928571, loss_tr: 0.00481024, loss_t: 0.109802  
seq: 2, epoch: 4, step: 910, training: 0.9375, testing: 0.928571, loss_tr: 0.00014868, loss_t: 0.112628  
seq: 2, epoch: 4, step: 920, training: 1, testing: 0.928571, loss_tr: 0.0149238, loss_t: 0.159942  
seq: 2, epoch: 4, step: 930, training: 1, testing: 0.928571, loss_tr: 0.00126829, loss_t: 0.146432  
seq: 2, epoch: 4, step: 940, training: 0.875, testing: 0.928571, loss_tr: 0.00239332, loss_t: 0.0727292  
seq: 2, epoch: 4, step: 950, training: 0.9375, testing: 0.928571, loss_tr: 0.00507067, loss_t: 0.0555509  
seq: 2, epoch: 4, step: 960, training: 0.875, testing: 0.928571, loss_tr: 0.0303275, loss_t: 0.0568051  
seq: 2, epoch: 4, step: 970, training: 1, testing: 0.928571, loss_tr: 0.000923374, loss_t: 0.083718  
seq: 2, epoch: 4, step: 980, training: 1, testing: 0.928571, loss_tr: 0.0449133, loss_t: 0.13266  
seq: 2, epoch: 4, step: 990, training: 0.9375, testing: 0.857143, loss_tr: 5.79012e-05, loss_t: 0.276295  
seq: 2, epoch: 5, step: 1000, training: 1, testing: 0.928571, loss_tr: 0.0126829, loss_t: 0.141128  
 
****************************************
current sequence is 3
****************************************
seq: 3, epoch: 0, step: 0, training: 0.8125, testing: 0.782609, loss_tr: 0.91539, loss_t: 1.38203  
seq: 3, epoch: 0, step: 10, training: 0.5625, testing: 0.782609, loss_tr: 1.67049, loss_t: 1.12604  
seq: 3, epoch: 0, step: 20, training: 0.625, testing: 0.782609, loss_tr: 1.24794, loss_t: 0.892329  
seq: 3, epoch: 0, step: 30, training: 0.8125, testing: 0.304348, loss_tr: 0.717105, loss_t: 1.12805  
seq: 3, epoch: 0, step: 40, training: 0.6875, testing: 0.782609, loss_tr: 0.644317, loss_t: 0.628673  
seq: 3, epoch: 0, step: 50, training: 0.75, testing: 0.391304, loss_tr: 0.583225, loss_t: 0.724665  
seq: 3, epoch: 0, step: 60, training: 0.625, testing: 0.304348, loss_tr: 0.770583, loss_t: 0.775926  
seq: 3, epoch: 0, step: 70, training: 0.6875, testing: 0.391304, loss_tr: 0.546938, loss_t: 0.624097  
seq: 3, epoch: 0, step: 80, training: 0.75, testing: 0.608696, loss_tr: 0.415484, loss_t: 0.418656  
seq: 3, epoch: 0, step: 90, training: 0.625, testing: 0.826087, loss_tr: 0.559551, loss_t: 0.403271  
seq: 3, epoch: 0, step: 100, training: 0.9375, testing: 0.869565, loss_tr: 0.293141, loss_t: 0.322331  
seq: 3, epoch: 0, step: 110, training: 0.9375, testing: 0.826087, loss_tr: 0.141037, loss_t: 0.31395  
seq: 3, epoch: 0, step: 120, training: 0.6875, testing: 0.869565, loss_tr: 0.581622, loss_t: 0.275335  
seq: 3, epoch: 0, step: 130, training: 0.6875, testing: 0.826087, loss_tr: 0.600621, loss_t: 0.291874  
seq: 3, epoch: 0, step: 140, training: 0.6875, testing: 0.869565, loss_tr: 0.583946, loss_t: 0.263148  
seq: 3, epoch: 0, step: 150, training: 0.6875, testing: 0.782609, loss_tr: 0.451692, loss_t: 0.270089  
seq: 3, epoch: 0, step: 160, training: 0.875, testing: 0.782609, loss_tr: 0.390974, loss_t: 0.335014  
seq: 3, epoch: 0, step: 170, training: 0.75, testing: 0.565217, loss_tr: 0.490264, loss_t: 0.439311  
seq: 3, epoch: 0, step: 180, training: 0.625, testing: 0.826087, loss_tr: 0.26823, loss_t: 0.257013  
seq: 3, epoch: 1, step: 190, training: 0.6875, testing: 0.869565, loss_tr: 0.446716, loss_t: 0.246636  
seq: 3, epoch: 1, step: 200, training: 0.8125, testing: 0.913043, loss_tr: 0.293527, loss_t: 0.229473  
seq: 3, epoch: 1, step: 210, training: 0.75, testing: 0.826087, loss_tr: 0.0426659, loss_t: 0.22938  
seq: 3, epoch: 1, step: 220, training: 1, testing: 0.913043, loss_tr: 0.123365, loss_t: 0.245867  
seq: 3, epoch: 1, step: 230, training: 0.75, testing: 0.826087, loss_tr: 0.176993, loss_t: 0.262023  
seq: 3, epoch: 1, step: 240, training: 1, testing: 0.869565, loss_tr: 0.085446, loss_t: 0.237619  
seq: 3, epoch: 1, step: 250, training: 0.8125, testing: 0.956522, loss_tr: 0.12329, loss_t: 0.170418  
seq: 3, epoch: 1, step: 260, training: 0.875, testing: 0.869565, loss_tr: 0.184197, loss_t: 0.290854  
seq: 3, epoch: 1, step: 270, training: 1, testing: 0.913043, loss_tr: 0.124082, loss_t: 0.335146  
seq: 3, epoch: 1, step: 280, training: 0.75, testing: 0.869565, loss_tr: 0.0898436, loss_t: 0.14266  
seq: 3, epoch: 1, step: 290, training: 0.75, testing: 0.913043, loss_tr: 0.0707232, loss_t: 0.211425  
