Thu Jun  8 18:19:50 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.25, loss_tr: 1.67731, loss_t: 1.86089, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 3, step: 300, training: 0.0625, loss_tr: 1.80523, loss_t: 1.80066, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 3, step: 310, training: 0.1875, loss_tr: 1.82062, loss_t: 1.81097, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 320, training: 0.25, loss_tr: 1.77412, loss_t: 1.7942, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 330, training: 0.1875, loss_tr: 1.81155, loss_t: 1.795, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 340, training: 0.1875, loss_tr: 1.79514, loss_t: 1.79289, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 350, training: 0.0625, loss_tr: 1.81247, loss_t: 1.79881, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 360, training: 0.3125, loss_tr: 1.75947, loss_t: 1.7975, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 370, training: 0.25, loss_tr: 1.77582, loss_t: 1.79666, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 380, training: 0.3125, loss_tr: 1.7787, loss_t: 1.79359, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 4, step: 390, training: 0.125, loss_tr: 1.82452, loss_t: 1.79642, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 400, training: 0.1875, loss_tr: 1.77738, loss_t: 1.79752, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 410, training: 0.1875, loss_tr: 1.76501, loss_t: 1.82312, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 420, training: 0.25, loss_tr: 1.77595, loss_t: 1.81347, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 430, training: 0.3125, loss_tr: 1.73414, loss_t: 1.8068, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 440, training: 0.125, loss_tr: 1.90691, loss_t: 1.80699, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 450, training: 0, loss_tr: 1.81793, loss_t: 1.7975, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 460, training: 0.1875, loss_tr: 1.78703, loss_t: 1.80612, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 5, step: 470, training: 0.25, loss_tr: 1.78658, loss_t: 1.80605, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 6, step: 480, training: 0.0625, loss_tr: 1.81068, loss_t: 1.80403, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 6, step: 490, training: 0.125, loss_tr: 1.81982, loss_t: 1.81731, testing: 0.166667, t2y: 0.333333
