Mon Apr 10 11:33:23 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.1, testing: 0.166667, anv: 0.0555556, best 0.0555556 
step 600, training: 0.9, testing: 0.833333, anv: 0.833333, best 0.833333 
step 640, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 680, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 720, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 760, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 800, training: 0.95, testing: 0.833333, anv: 0.833333, best 0.833333 
step 840, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 880, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 920, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 960, training: 0.95, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1000, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1040, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1080, training: 0.95, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1120, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1160, training: 0.95, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1200, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1240, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1280, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1320, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1360, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1400, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1440, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1480, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1520, training: 1, testing: 0.833333, anv: 0.833333, best 0.833333 
 
****************************************
current sequence is 3
****************************************
step 0, training: 0.15, testing: 0.166667, anv: 0.0555556, best 0.0555556 
step 40, training: 0.55, testing: 0.5, anv: 0.222222, best 0.222222 
step 80, training: 0.6, testing: 0.666667, anv: 0.444444, best 0.444444 
step 120, training: 0.95, testing: 0.666667, anv: 0.611111, best 0.611111 
step 160, training: 0.9, testing: 0.666667, anv: 0.666667, best 0.666667 
step 200, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 240, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 280, training: 0.9, testing: 0.666667, anv: 0.666667, best 0.666667 
step 320, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 360, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 400, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 440, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 480, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 520, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 560, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 600, training: 0.9, testing: 0.666667, anv: 0.666667, best 0.666667 
step 640, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 680, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 720, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 760, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 800, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 840, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 880, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 920, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 960, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1000, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1040, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1080, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1120, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1160, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1200, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1240, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1280, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1320, training: 0.9, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1360, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1400, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1440, training: 0.95, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1480, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1520, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
 
****************************************
current sequence is 4
****************************************
step 0, training: 0.15, testing: 0.166667, anv: 0.0555556, best 0.0555556 
step 40, training: 0.45, testing: 0.166667, anv: 0.111111, best 0.111111 
step 80, training: 0.55, testing: 0.333333, anv: 0.222222, best 0.222222 
step 120, training: 0.7, testing: 0.333333, anv: 0.277778, best 0.277778 
step 160, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 200, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 240, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 280, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 320, training: 0.9, testing: 0.333333, anv: 0.333333, best 0.333333 
step 360, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 400, training: 0.9, testing: 0.333333, anv: 0.333333, best 0.333333 
step 440, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 480, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 520, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 560, training: 0.9, testing: 0.333333, anv: 0.333333, best 0.333333 
step 600, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 640, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 680, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 720, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 760, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 800, training: 0.9, testing: 0.333333, anv: 0.333333, best 0.333333 
step 840, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 880, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 920, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 960, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1000, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1040, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1080, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1120, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1160, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1200, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1240, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1280, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1320, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1360, training: 0.9, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1400, training: 0.8, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1440, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1480, training: 0.95, testing: 0.333333, anv: 0.333333, best 0.333333 
step 1520, training: 1, testing: 0.333333, anv: 0.333333, best 0.333333 
 
****************************************
current sequence is 5
****************************************
step 0, training: 0.1, testing: 0.166667, anv: 0.0555556, best 0.0555556 
