****************************************
current sequence is 1
****************************************
step 0, training: 0.133333, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 480, training: 0.533333, testing: 0.416667, anv: 0.4, best 0.4 
step 520, training: 0.666667, testing: 0.416667, anv: 0.416667, best 0.416667 
step 560, training: 0.4, testing: 0.416667, anv: 0.416667, best 0.416667 
step 600, training: 0.733333, testing: 0.416667, anv: 0.425, best 0.425 
step 640, training: 0.4, testing: 0.416667, anv: 0.425, best 0.425 
step 680, training: 0.666667, testing: 0.5, anv: 0.433333, best 0.433333 
step 720, training: 0.8, testing: 0.416667, anv: 0.433333, best 0.433333 
step 760, training: 0.466667, testing: 0.666667, anv: 0.45, best 0.45 
step 800, training: 0.666667, testing: 0.583333, anv: 0.466667, best 0.466667 
step 840, training: 0.8, testing: 0.5, anv: 0.475, best 0.475 
step 880, training: 0.733333, testing: 0.5, anv: 0.483333, best 0.483333 
step 920, training: 0.733333, testing: 0.5, anv: 0.491667, best 0.491667 
step 960, training: 0.8, testing: 0.666667, anv: 0.516667, best 0.516667 
step 1000, training: 0.533333, testing: 0.666667, anv: 0.541667, best 0.541667 
step 1040, training: 0.866667, testing: 0.666667, anv: 0.566667, best 0.566667 
step 1080, training: 0.6, testing: 0.75, anv: 0.591667, best 0.591667 
step 1120, training: 0.666667, testing: 0.666667, anv: 0.616667, best 0.616667 
step 1160, training: 0.933333, testing: 0.5, anv: 0.6, best 0.616667 
step 1200, training: 0.8, testing: 0.583333, anv: 0.6, best 0.616667 
step 1240, training: 0.866667, testing: 0.75, anv: 0.625, best 0.625 
step 1280, training: 1, testing: 0.666667, anv: 0.641667, best 0.641667 
step 1320, training: 0.6, testing: 0.75, anv: 0.666667, best 0.666667 
step 1360, training: 0.533333, testing: 0.916667, anv: 0.691667, best 0.691667 
step 1400, training: 0.8, testing: 0.833333, anv: 0.708333, best 0.708333 
step 1440, training: 0.733333, testing: 0.583333, anv: 0.7, best 0.708333 
step 1480, training: 0.666667, testing: 0.75, anv: 0.7, best 0.708333 
step 1520, training: 0.8, testing: 0.666667, anv: 0.7, best 0.708333 
step 1560, training: 0.866667, testing: 0.75, anv: 0.725, best 0.725 
step 1600, training: 0.8, testing: 0.916667, anv: 0.758333, best 0.758333 
step 1640, training: 0.8, testing: 0.75, anv: 0.758333, best 0.758333 
step 1680, training: 0.866667, testing: 0.916667, anv: 0.783333, best 0.783333 
step 1720, training: 1, testing: 0.833333, anv: 0.791667, best 0.791667 
step 1760, training: 0.866667, testing: 0.833333, anv: 0.783333, best 0.791667 
step 1800, training: 0.866667, testing: 0.75, anv: 0.775, best 0.791667 
step 1840, training: 0.866667, testing: 0.916667, anv: 0.808333, best 0.808333 
step 1880, training: 0.933333, testing: 0.833333, anv: 0.816667, best 0.816667 
step 1920, training: 0.933333, testing: 0.833333, anv: 0.833333, best 0.833333 
step 1960, training: 0.8, testing: 0.916667, anv: 0.85, best 0.85 
step 2000, training: 1, testing: 0.833333, anv: 0.841667, best 0.85 
step 2040, training: 0.866667, testing: 0.916667, anv: 0.858333, best 0.858333 
step 2080, training: 0.8, testing: 1, anv: 0.866667, best 0.866667 
step 2120, training: 0.866667, testing: 0.916667, anv: 0.875, best 0.875 
step 2160, training: 0.933333, testing: 0.833333, anv: 0.875, best 0.875 
step 2200, training: 1, testing: 0.916667, anv: 0.891667, best 0.891667 
