Fri Jun  9 21:57:47 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.1875, loss_tr: 6777.99, loss_t: 3685.47, testing: 0, t2y: 0.166667
seq2, epoch2, step: 160, training: 0.875, loss_tr: 381.395, loss_t: 341.853, testing: 0.333333, t2y: 0.833333
seq2, epoch2, step: 170, training: 1, loss_tr: 252.647, loss_t: 295.885, testing: 0.5, t2y: 0.666667
seq2, epoch2, step: 180, training: 0.875, loss_tr: 150.443, loss_t: 218.93, testing: 0.666667, t2y: 0.833333
seq2, epoch2, step: 190, training: 0.8125, loss_tr: 253.852, loss_t: 243.415, testing: 0.333333, t2y: 0.5
seq2, epoch2, step: 200, training: 0.9375, loss_tr: 346.581, loss_t: 205.344, testing: 0.833333, t2y: 0.833333
seq2, epoch2, step: 210, training: 0.9375, loss_tr: 322.665, loss_t: 189.101, testing: 0.833333, t2y: 1
seq2, epoch2, step: 220, training: 0.8125, loss_tr: 302.758, loss_t: 52.755, testing: 0.833333, t2y: 0.833333
seq2, epoch2, step: 230, training: 0.875, loss_tr: 223.262, loss_t: 88.3249, testing: 0.666667, t2y: 0.833333
seq2, epoch3, step: 240, training: 0.9375, loss_tr: 303.729, loss_t: 138.328, testing: 0.5, t2y: 0.666667
seq2, epoch3, step: 250, training: 0.9375, loss_tr: 219.081, loss_t: 164.985, testing: 0.666667, t2y: 0.833333
seq2, epoch3, step: 260, training: 1, loss_tr: 189.853, loss_t: 129.455, testing: 0.833333, t2y: 0.833333
seq2, epoch3, step: 270, training: 1, loss_tr: 126.001, loss_t: 87.7792, testing: 0.833333, t2y: 0.833333
seq2, epoch3, step: 280, training: 0.8125, loss_tr: 147.987, loss_t: 57.1972, testing: 0.833333, t2y: 0.833333
seq2, epoch3, step: 290, training: 1, loss_tr: 175.623, loss_t: 43.6688, testing: 0.833333, t2y: 0.833333
seq2, epoch3, step: 300, training: 0.875, loss_tr: 145.21, loss_t: 41.1122, testing: 0.833333, t2y: 0.833333
seq2, epoch3, step: 310, training: 0.875, loss_tr: 102.079, loss_t: 47.7061, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 320, training: 0.9375, loss_tr: 57.8658, loss_t: 46.8589, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 330, training: 0.9375, loss_tr: 70.8961, loss_t: 48.642, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 340, training: 1, loss_tr: 65.4165, loss_t: 76.1465, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 350, training: 0.9375, loss_tr: 87.588, loss_t: 105.826, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 360, training: 1, loss_tr: 68.6816, loss_t: 106.196, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 370, training: 1, loss_tr: 68.8446, loss_t: 88.3701, testing: 0.833333, t2y: 0.833333
seq2, epoch4, step: 380, training: 0.9375, loss_tr: 70.0112, loss_t: 66.9096, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 390, training: 1, loss_tr: 99.9792, loss_t: 62.2627, testing: 0.833333, t2y: 1
seq2, epoch5, step: 400, training: 1, loss_tr: 119.506, loss_t: 61.2143, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 410, training: 1, loss_tr: 102.654, loss_t: 61.3317, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 420, training: 1, loss_tr: 56.8758, loss_t: 53.5455, testing: 0.833333, t2y: 1
seq2, epoch5, step: 430, training: 1, loss_tr: 57.4889, loss_t: 35.1046, testing: 0.666667, t2y: 1
seq2, epoch5, step: 440, training: 1, loss_tr: 44.3332, loss_t: 48.6189, testing: 0.666667, t2y: 0.833333
seq2, epoch5, step: 450, training: 0.9375, loss_tr: 35.0467, loss_t: 81.7867, testing: 0.666667, t2y: 0.666667
seq2, epoch5, step: 460, training: 1, loss_tr: 30.8156, loss_t: 92.7802, testing: 0.5, t2y: 0.833333
seq2, epoch5, step: 470, training: 1, loss_tr: 41.5704, loss_t: 71.2707, testing: 0.666667, t2y: 0.833333
seq2, epoch6, step: 480, training: 1, loss_tr: 60.5673, loss_t: 32.0131, testing: 0.833333, t2y: 0.833333
seq2, epoch6, step: 490, training: 1, loss_tr: 62.3064, loss_t: 21.0078, testing: 0.666667, t2y: 0.833333
seq2, epoch6, step: 500, training: 1, loss_tr: 86.9303, loss_t: 20.1024, testing: 0.666667, t2y: 0.833333
seq2, epoch6, step: 510, training: 1, loss_tr: 76.2723, loss_t: 21.9483, testing: 0.666667, t2y: 1
 
****************************************
current sequence is 3
****************************************
