Wed May 10 13:39:59 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.5, loss: 556578, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 20, step: 400, training: 1, loss: 1450.85, testing: 0.666667, t2y: 0.833333, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 21, step: 420, training: 1, loss: 1608.02, testing: 0.666667, t2y: 0.833333, anv: 0.666667, best: 0.777778 
seq: 2, epoch: 22, step: 440, training: 1, loss: 992.21, testing: 0.666667, t2y: 0.833333, anv: 0.666667, best: 0.777778 
seq: 2, epoch: 23, step: 460, training: 1, loss: 784.746, testing: 0.666667, t2y: 0.833333, anv: 0.666667, best: 0.777778 
seq: 2, epoch: 24, step: 480, training: 1, loss: 864.872, testing: 0.833333, t2y: 0.833333, anv: 0.722222, best: 0.777778 
seq: 2, epoch: 25, step: 500, training: 1, loss: 487.088, testing: 0.833333, t2y: 0.833333, anv: 0.777778, best: 0.777778 
seq: 2, epoch: 26, step: 520, training: 1, loss: 300.991, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 27, step: 540, training: 1, loss: 425.227, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 28, step: 560, training: 1, loss: 621.483, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 29, step: 580, training: 1, loss: 873.382, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 30, step: 600, training: 1, loss: 615.705, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 31, step: 620, training: 1, loss: 450.274, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 32, step: 640, training: 1, loss: 1689.85, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 33, step: 660, training: 1, loss: 1244.44, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 34, step: 680, training: 1, loss: 922.217, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 35, step: 700, training: 1, loss: 572.161, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 36, step: 720, training: 1, loss: 1761.28, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 37, step: 740, training: 1, loss: 1133.45, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 38, step: 760, training: 1, loss: 1108.29, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 39, step: 780, training: 1, loss: 835.182, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 40, step: 800, training: 1, loss: 84.147, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 41, step: 820, training: 1, loss: 530.362, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 42, step: 840, training: 1, loss: 520.679, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
