Wed May 10 08:17:09 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss: 2.67572e+11, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 29, step: 580, training: 1, loss: 1.25389e+07, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 30, step: 600, training: 1, loss: 2.98092e+06, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 31, step: 620, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
 
****************************************
current sequence is 3
****************************************
seq: 3, epoch: 0, step: 0, training: 0.3125, loss: 3.77859e+11, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 3, epoch: 1, step: 20, training: 0.4375, loss: 1.76043e+09, testing: 0.5, t2y: 0.5, anv: 0.222222, best: 0.222222 
seq: 3, epoch: 2, step: 40, training: 0.6875, loss: 1.56894e+08, testing: 0.333333, t2y: 0.666667, anv: 0.333333, best: 0.333333 
seq: 3, epoch: 3, step: 60, training: 0.8125, loss: 1.15536e+08, testing: 0.5, t2y: 0.833333, anv: 0.444444, best: 0.444444 
seq: 3, epoch: 4, step: 80, training: 0.875, loss: 3.71161e+07, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.444444 
seq: 3, epoch: 5, step: 100, training: 0.9375, loss: 3.70701e+07, testing: 0.5, t2y: 0.833333, anv: 0.444444, best: 0.444444 
seq: 3, epoch: 6, step: 120, training: 0.9375, loss: 2.99287e+07, testing: 0.5, t2y: 0.833333, anv: 0.444444, best: 0.444444 
seq: 3, epoch: 7, step: 140, training: 1, loss: 5.29581e+07, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.5 
seq: 3, epoch: 8, step: 160, training: 1, loss: 2.23636e+07, testing: 0.666667, t2y: 0.666667, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 9, step: 180, training: 1, loss: 8.20647e+06, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 10, step: 200, training: 1, loss: 1.36069e+06, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 11, step: 220, training: 1, loss: 6.99924e+06, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.555556 
seq: 3, epoch: 12, step: 240, training: 1, loss: 2.75930e+07, testing: 0.666667, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 13, step: 260, training: 1, loss: 16652, testing: 0.666667, t2y: 0.833333, anv: 0.611111, best: 0.611111 
seq: 3, epoch: 14, step: 280, training: 1, loss: 1.94259e+07, testing: 0.666667, t2y: 1, anv: 0.666667, best: 0.666667 
seq: 3, epoch: 15, step: 300, training: 1, loss: 1.97595e+07, testing: 0.5, t2y: 1, anv: 0.611111, best: 0.666667 
seq: 3, epoch: 16, step: 320, training: 1, loss: 369442, testing: 0.5, t2y: 0.833333, anv: 0.555556, best: 0.666667 
seq: 3, epoch: 17, step: 340, training: 1, loss: 1.05348e+07, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.666667 
seq: 3, epoch: 18, step: 360, training: 1, loss: 4.19696e+06, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 19, step: 380, training: 1, loss: 0, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 20, step: 400, training: 1, loss: 1.99111e+07, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 21, step: 420, training: 1, loss: 2.1351e+06, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 22, step: 440, training: 1, loss: 1.11215e+07, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 23, step: 460, training: 1, loss: 1.8862e+06, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
seq: 3, epoch: 24, step: 480, training: 1, loss: 0, testing: 0.5, t2y: 1, anv: 0.5, best: 0.666667 
