Sun Jun 11 11:27:02 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.3125, loss_tr: 1.68729, loss_t: 1.99892, testing: 0, t2y: 0
seq1, epoch4, step: 180, training: 1, loss_tr: 0.0637906, loss_t: 0.334985, testing: 0.888889, t2y: 1
seq1, epoch4, step: 190, training: 1, loss_tr: 0.0554909, loss_t: 0.368691, testing: 0.888889, t2y: 0.833333
seq1, epoch5, step: 200, training: 1, loss_tr: 0.0365279, loss_t: 0.31055, testing: 0.944444, t2y: 1
seq1, epoch5, step: 210, training: 1, loss_tr: 0.0329712, loss_t: 0.294266, testing: 0.944444, t2y: 1
seq1, epoch5, step: 220, training: 1, loss_tr: 0.0375938, loss_t: 0.246984, testing: 0.944444, t2y: 0.833333
seq1, epoch5, step: 230, training: 1, loss_tr: 0.0314006, loss_t: 0.217966, testing: 0.944444, t2y: 1
seq1, epoch6, step: 240, training: 1, loss_tr: 0.0297462, loss_t: 0.222448, testing: 0.944444, t2y: 1
seq1, epoch6, step: 250, training: 1, loss_tr: 0.0313397, loss_t: 0.21749, testing: 0.944444, t2y: 1
seq1, epoch6, step: 260, training: 1, loss_tr: 0.0304706, loss_t: 0.239399, testing: 0.888889, t2y: 1
seq1, epoch6, step: 270, training: 1, loss_tr: 0.034737, loss_t: 0.272684, testing: 0.833333, t2y: 1
seq1, epoch7, step: 280, training: 1, loss_tr: 0.0242977, loss_t: 0.220067, testing: 0.888889, t2y: 1
seq1, epoch7, step: 290, training: 1, loss_tr: 0.0226967, loss_t: 0.1859, testing: 0.944444, t2y: 1
seq1, epoch7, step: 300, training: 1, loss_tr: 0.013633, loss_t: 0.116221, testing: 1, t2y: 1
seq1, epoch7, step: 310, training: 1, loss_tr: 0.010348, loss_t: 0.112723, testing: 1, t2y: 1
seq1, epoch8, step: 320, training: 1, loss_tr: 0.00773886, loss_t: 0.118948, testing: 1, t2y: 1
seq1, epoch8, step: 330, training: 1, loss_tr: 0.00680086, loss_t: 0.127076, testing: 1, t2y: 1
seq1, epoch8, step: 340, training: 1, loss_tr: 0.00671629, loss_t: 0.1303, testing: 1, t2y: 1
seq1, epoch8, step: 350, training: 1, loss_tr: 0.0057891, loss_t: 0.110701, testing: 1, t2y: 1
seq1, epoch9, step: 360, training: 1, loss_tr: 0.00739649, loss_t: 0.215037, testing: 0.944444, t2y: 0.833333
seq1, epoch9, step: 370, training: 1, loss_tr: 0.00589324, loss_t: 0.201581, testing: 0.944444, t2y: 1
seq1, epoch9, step: 380, training: 1, loss_tr: 0.00590446, loss_t: 0.259752, testing: 0.888889, t2y: 1
seq1, epoch9, step: 390, training: 1, loss_tr: 0.00258117, loss_t: 0.173948, testing: 0.888889, t2y: 1
seq1, epoch10, step: 400, training: 1, loss_tr: 0.00178851, loss_t: 0.155062, testing: 0.888889, t2y: 1
seq1, epoch10, step: 410, training: 1, loss_tr: 0.00262969, loss_t: 0.169249, testing: 0.888889, t2y: 1
seq1, epoch10, step: 420, training: 1, loss_tr: 0.00259611, loss_t: 0.131103, testing: 0.944444, t2y: 1
seq1, epoch10, step: 430, training: 1, loss_tr: 0.0038983, loss_t: 0.134101, testing: 0.944444, t2y: 1
seq1, epoch11, step: 440, training: 1, loss_tr: 0.00363517, loss_t: 0.0710452, testing: 1, t2y: 1
seq1, epoch11, step: 450, training: 1, loss_tr: 0.00400411, loss_t: 0.0930814, testing: 1, t2y: 1
seq1, epoch11, step: 460, training: 1, loss_tr: 0.00241942, loss_t: 0.083541, testing: 1, t2y: 1
seq1, epoch11, step: 470, training: 1, loss_tr: 0.00135592, loss_t: 0.0553024, testing: 1, t2y: 1
seq1, epoch12, step: 480, training: 1, loss_tr: 0.00129736, loss_t: 0.0491447, testing: 1, t2y: 1
seq1, epoch12, step: 490, training: 1, loss_tr: 0.00162157, loss_t: 0.057228, testing: 1, t2y: 1
seq1, epoch12, step: 500, training: 1, loss_tr: 0.00169403, loss_t: 0.0614907, testing: 1, t2y: 1
seq1, epoch12, step: 510, training: 1, loss_tr: 0.00113431, loss_t: 0.0477085, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.25, loss_tr: 1.64996, loss_t: 2.29548, testing: 0.166667, t2y: 0.333333
seq2, epoch0, step: 10, training: 0.25, loss_tr: 1.67606, loss_t: 2.24819, testing: 0.222222, t2y: 0.5
seq2, epoch0, step: 20, training: 0.1875, loss_tr: 1.55978, loss_t: 2.06868, testing: 0.222222, t2y: 0.5
seq2, epoch0, step: 30, training: 0.6875, loss_tr: 1.36683, loss_t: 1.79077, testing: 0.388889, t2y: 0.666667
seq2, epoch1, step: 40, training: 0.875, loss_tr: 1.0405, loss_t: 1.48568, testing: 0.388889, t2y: 0.666667
seq2, epoch1, step: 50, training: 0.6875, loss_tr: 0.810996, loss_t: 1.30266, testing: 0.5, t2y: 0.5
seq2, epoch1, step: 60, training: 1, loss_tr: 0.60679, loss_t: 1.16519, testing: 0.444444, t2y: 0.666667
seq2, epoch1, step: 70, training: 0.6875, loss_tr: 0.580641, loss_t: 1.11783, testing: 0.444444, t2y: 0.666667
seq2, epoch2, step: 80, training: 0.6875, loss_tr: 0.50863, loss_t: 0.982661, testing: 0.5, t2y: 0.833333
seq2, epoch2, step: 90, training: 0.9375, loss_tr: 0.451059, loss_t: 0.8932, testing: 0.444444, t2y: 0.833333
seq2, epoch2, step: 100, training: 0.9375, loss_tr: 0.285639, loss_t: 0.84447, testing: 0.5, t2y: 0.666667
seq2, epoch2, step: 110, training: 0.875, loss_tr: 0.229249, loss_t: 0.790932, testing: 0.5, t2y: 1
seq2, epoch3, step: 120, training: 0.9375, loss_tr: 0.191244, loss_t: 0.777397, testing: 0.611111, t2y: 0.833333
seq2, epoch3, step: 130, training: 0.9375, loss_tr: 0.1791, loss_t: 0.744231, testing: 0.611111, t2y: 0.833333
seq2, epoch3, step: 140, training: 1, loss_tr: 0.141148, loss_t: 0.700755, testing: 0.611111, t2y: 1
seq2, epoch3, step: 150, training: 1, loss_tr: 0.101099, loss_t: 0.824012, testing: 0.611111, t2y: 0.833333
seq2, epoch4, step: 160, training: 0.875, loss_tr: 0.110007, loss_t: 0.73464, testing: 0.722222, t2y: 0.833333
seq2, epoch4, step: 170, training: 1, loss_tr: 0.095364, loss_t: 0.787539, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 180, training: 1, loss_tr: 0.0989971, loss_t: 0.613603, testing: 0.666667, t2y: 0.833333
seq2, epoch4, step: 190, training: 1, loss_tr: 0.0636827, loss_t: 0.613656, testing: 0.611111, t2y: 1
seq2, epoch5, step: 200, training: 1, loss_tr: 0.0548418, loss_t: 0.629844, testing: 0.611111, t2y: 0.833333
seq2, epoch5, step: 210, training: 1, loss_tr: 0.0429172, loss_t: 0.611717, testing: 0.611111, t2y: 0.833333
seq2, epoch5, step: 220, training: 1, loss_tr: 0.0273051, loss_t: 0.610713, testing: 0.555556, t2y: 0.833333
seq2, epoch5, step: 230, training: 1, loss_tr: 0.0159215, loss_t: 0.513716, testing: 0.666667, t2y: 1
seq2, epoch6, step: 240, training: 1, loss_tr: 0.0092022, loss_t: 0.512329, testing: 0.611111, t2y: 1
seq2, epoch6, step: 250, training: 1, loss_tr: 0.0122156, loss_t: 0.501584, testing: 0.611111, t2y: 0.833333
seq2, epoch6, step: 260, training: 1, loss_tr: 0.0131099, loss_t: 0.538086, testing: 0.5, t2y: 1
seq2, epoch6, step: 270, training: 1, loss_tr: 0.0127044, loss_t: 0.512647, testing: 0.5, t2y: 1
seq2, epoch7, step: 280, training: 1, loss_tr: 0.00803033, loss_t: 0.490841, testing: 0.555556, t2y: 0.833333
seq2, epoch7, step: 290, training: 1, loss_tr: 0.00608625, loss_t: 0.528494, testing: 0.611111, t2y: 0.833333
seq2, epoch7, step: 300, training: 1, loss_tr: 0.00664287, loss_t: 0.523489, testing: 0.722222, t2y: 1
seq2, epoch7, step: 310, training: 1, loss_tr: 0.00498598, loss_t: 0.458648, testing: 0.722222, t2y: 1
seq2, epoch8, step: 320, training: 1, loss_tr: 0.00374074, loss_t: 0.445473, testing: 0.666667, t2y: 0.833333
seq2, epoch8, step: 330, training: 1, loss_tr: 0.00231699, loss_t: 0.452457, testing: 0.666667, t2y: 0.833333
seq2, epoch8, step: 340, training: 1, loss_tr: 0.00336272, loss_t: 0.507042, testing: 0.666667, t2y: 1
seq2, epoch8, step: 350, training: 1, loss_tr: 0.00481418, loss_t: 0.511329, testing: 0.666667, t2y: 0.833333
seq2, epoch9, step: 360, training: 1, loss_tr: 0.00494541, loss_t: 0.503977, testing: 0.611111, t2y: 1
seq2, epoch9, step: 370, training: 1, loss_tr: 0.00500495, loss_t: 0.542898, testing: 0.666667, t2y: 0.833333
seq2, epoch9, step: 380, training: 1, loss_tr: 0.00359176, loss_t: 0.489913, testing: 0.722222, t2y: 0.833333
seq2, epoch9, step: 390, training: 1, loss_tr: 0.0041722, loss_t: 0.491884, testing: 0.666667, t2y: 1
seq2, epoch10, step: 400, training: 1, loss_tr: 0.00284014, loss_t: 0.424195, testing: 0.666667, t2y: 1
seq2, epoch10, step: 410, training: 1, loss_tr: 0.00532859, loss_t: 0.461906, testing: 0.666667, t2y: 0.833333
seq2, epoch10, step: 420, training: 1, loss_tr: 0.00403434, loss_t: 0.569852, testing: 0.666667, t2y: 1
seq2, epoch10, step: 430, training: 1, loss_tr: 0.00395458, loss_t: 0.631817, testing: 0.611111, t2y: 0.833333
seq2, epoch11, step: 440, training: 1, loss_tr: 0.000920318, loss_t: 0.576116, testing: 0.666667, t2y: 0.833333
seq2, epoch11, step: 450, training: 1, loss_tr: 0.0020151, loss_t: 0.517865, testing: 0.722222, t2y: 0.833333
seq2, epoch11, step: 460, training: 1, loss_tr: 0.00217807, loss_t: 0.505045, testing: 0.777778, t2y: 0.833333
seq2, epoch11, step: 470, training: 1, loss_tr: 0.00271149, loss_t: 0.518072, testing: 0.722222, t2y: 0.833333
seq2, epoch12, step: 480, training: 1, loss_tr: 0.00141626, loss_t: 0.491977, testing: 0.722222, t2y: 0.833333
seq2, epoch12, step: 490, training: 1, loss_tr: 0.00122106, loss_t: 0.505897, testing: 0.611111, t2y: 0.833333
seq2, epoch12, step: 500, training: 1, loss_tr: 0.000757077, loss_t: 0.556691, testing: 0.555556, t2y: 0.833333
seq2, epoch12, step: 510, training: 1, loss_tr: 0.000910514, loss_t: 0.565208, testing: 0.5, t2y: 1
 
****************************************
current sequence is 3
****************************************
seq3, epoch0, step: 0, training: 0.375, loss_tr: 1.88483, loss_t: 1.91755, testing: 0.333333, t2y: 0.5
seq3, epoch0, step: 10, training: 0.75, loss_tr: 1.68019, loss_t: 1.78638, testing: 0.333333, t2y: 0.666667
seq3, epoch0, step: 20, training: 0.3125, loss_tr: 1.55014, loss_t: 1.77762, testing: 0.333333, t2y: 0.5
seq3, epoch0, step: 30, training: 0.6875, loss_tr: 1.26948, loss_t: 1.47105, testing: 0.388889, t2y: 0.833333
seq3, epoch1, step: 40, training: 0.625, loss_tr: 1.15667, loss_t: 1.39784, testing: 0.444444, t2y: 0.666667
seq3, epoch1, step: 50, training: 0.75, loss_tr: 0.934147, loss_t: 1.03886, testing: 0.611111, t2y: 0.833333
seq3, epoch1, step: 60, training: 0.75, loss_tr: 0.845259, loss_t: 1.01274, testing: 0.666667, t2y: 0.833333
seq3, epoch1, step: 70, training: 0.9375, loss_tr: 0.630856, loss_t: 0.854548, testing: 0.722222, t2y: 0.833333
seq3, epoch2, step: 80, training: 0.9375, loss_tr: 0.453322, loss_t: 0.731228, testing: 0.777778, t2y: 1
seq3, epoch2, step: 90, training: 0.8125, loss_tr: 0.340899, loss_t: 0.655039, testing: 0.722222, t2y: 0.833333
seq3, epoch2, step: 100, training: 0.9375, loss_tr: 0.351546, loss_t: 0.541055, testing: 0.722222, t2y: 1
seq3, epoch2, step: 110, training: 0.9375, loss_tr: 0.381889, loss_t: 0.558037, testing: 0.611111, t2y: 0.833333
seq3, epoch3, step: 120, training: 1, loss_tr: 0.282632, loss_t: 0.450485, testing: 0.777778, t2y: 1
seq3, epoch3, step: 130, training: 0.9375, loss_tr: 0.244323, loss_t: 0.419353, testing: 0.833333, t2y: 0.833333
seq3, epoch3, step: 140, training: 1, loss_tr: 0.164142, loss_t: 0.372733, testing: 0.944444, t2y: 1
seq3, epoch3, step: 150, training: 0.9375, loss_tr: 0.138027, loss_t: 0.380306, testing: 0.888889, t2y: 1
seq3, epoch4, step: 160, training: 1, loss_tr: 0.108042, loss_t: 0.44953, testing: 0.888889, t2y: 0.833333
seq3, epoch4, step: 170, training: 1, loss_tr: 0.0755874, loss_t: 0.491643, testing: 0.833333, t2y: 0.833333
seq3, epoch4, step: 180, training: 0.9375, loss_tr: 0.0959817, loss_t: 0.56932, testing: 0.777778, t2y: 1
seq3, epoch4, step: 190, training: 0.8125, loss_tr: 0.118349, loss_t: 0.664017, testing: 0.722222, t2y: 0.833333
seq3, epoch5, step: 200, training: 1, loss_tr: 0.118692, loss_t: 0.634601, testing: 0.722222, t2y: 1
seq3, epoch5, step: 210, training: 1, loss_tr: 0.0868283, loss_t: 0.57078, testing: 0.777778, t2y: 1
seq3, epoch5, step: 220, training: 1, loss_tr: 0.0465358, loss_t: 0.382672, testing: 0.833333, t2y: 1
seq3, epoch5, step: 230, training: 1, loss_tr: 0.0369582, loss_t: 0.428771, testing: 0.777778, t2y: 1
seq3, epoch6, step: 240, training: 1, loss_tr: 0.0349059, loss_t: 0.38445, testing: 0.777778, t2y: 1
seq3, epoch6, step: 250, training: 1, loss_tr: 0.0191281, loss_t: 0.431612, testing: 0.777778, t2y: 0.833333
seq3, epoch6, step: 260, training: 1, loss_tr: 0.0177693, loss_t: 0.393755, testing: 0.833333, t2y: 0.833333
seq3, epoch6, step: 270, training: 1, loss_tr: 0.0152445, loss_t: 0.372606, testing: 0.777778, t2y: 1
seq3, epoch7, step: 280, training: 1, loss_tr: 0.0129311, loss_t: 0.316106, testing: 0.777778, t2y: 0.833333
seq3, epoch7, step: 290, training: 1, loss_tr: 0.00855681, loss_t: 0.304225, testing: 0.777778, t2y: 1
seq3, epoch7, step: 300, training: 1, loss_tr: 0.00681481, loss_t: 0.331148, testing: 0.833333, t2y: 0.833333
seq3, epoch7, step: 310, training: 1, loss_tr: 0.00734365, loss_t: 0.34563, testing: 0.833333, t2y: 1
seq3, epoch8, step: 320, training: 1, loss_tr: 0.00735341, loss_t: 0.330386, testing: 0.833333, t2y: 0.833333
seq3, epoch8, step: 330, training: 1, loss_tr: 0.00643663, loss_t: 0.33658, testing: 0.833333, t2y: 0.833333
seq3, epoch8, step: 340, training: 1, loss_tr: 0.00437583, loss_t: 0.322708, testing: 0.833333, t2y: 0.833333
seq3, epoch8, step: 350, training: 1, loss_tr: 0.00508307, loss_t: 0.383288, testing: 0.833333, t2y: 0.833333
seq3, epoch9, step: 360, training: 1, loss_tr: 0.00499969, loss_t: 0.432336, testing: 0.833333, t2y: 0.833333
seq3, epoch9, step: 370, training: 0.9375, loss_tr: 0.00418385, loss_t: 0.434122, testing: 0.833333, t2y: 0.833333
seq3, epoch9, step: 380, training: 1, loss_tr: 0.00484989, loss_t: 0.375435, testing: 0.833333, t2y: 0.833333
seq3, epoch9, step: 390, training: 1, loss_tr: 0.00335969, loss_t: 0.363572, testing: 0.833333, t2y: 0.833333
seq3, epoch10, step: 400, training: 1, loss_tr: 0.00339814, loss_t: 0.411293, testing: 0.833333, t2y: 0.833333
seq3, epoch10, step: 410, training: 1, loss_tr: 0.00133332, loss_t: 0.41555, testing: 0.833333, t2y: 0.833333
seq3, epoch10, step: 420, training: 1, loss_tr: 0.00153191, loss_t: 0.387246, testing: 0.833333, t2y: 0.833333
seq3, epoch10, step: 430, training: 1, loss_tr: 0.00140517, loss_t: 0.418365, testing: 0.833333, t2y: 0.833333
seq3, epoch11, step: 440, training: 1, loss_tr: 0.00161291, loss_t: 0.469821, testing: 0.833333, t2y: 0.833333
seq3, epoch11, step: 450, training: 1, loss_tr: 0.00130718, loss_t: 0.513159, testing: 0.833333, t2y: 0.833333
seq3, epoch11, step: 460, training: 1, loss_tr: 0.00146274, loss_t: 0.448971, testing: 0.833333, t2y: 1
seq3, epoch11, step: 470, training: 1, loss_tr: 0.00175511, loss_t: 0.399498, testing: 0.833333, t2y: 0.833333
seq3, epoch12, step: 480, training: 1, loss_tr: 0.00163767, loss_t: 0.376569, testing: 0.833333, t2y: 0.833333
seq3, epoch12, step: 490, training: 1, loss_tr: 0.00189904, loss_t: 0.38374, testing: 0.833333, t2y: 0.833333
seq3, epoch12, step: 500, training: 1, loss_tr: 0.00260034, loss_t: 0.439167, testing: 0.833333, t2y: 0.833333
seq3, epoch12, step: 510, training: 1, loss_tr: 0.00252414, loss_t: 0.509561, testing: 0.833333, t2y: 0.833333
 
The list of Classification Accuracy: [1.0, 0.5, 0.83333333333333337]
 [1.0, 1.0, 0.83333333333333337]
 Mean Classification Accuracy is 0.777777777778, and top2 mean accuracy is 0.944444444444
__________________________________________________________________________________________________
 
-------------------------------------------------------------------------
---------------------------- RUN 1 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq1, epoch0, step: 0, training: 0.125, loss_tr: 1.95607, loss_t: 2.26518, testing: 0.333333, t2y: 0.333333
seq1, epoch0, step: 10, training: 0.625, loss_tr: 1.70465, loss_t: 1.98636, testing: 0.333333, t2y: 0.5
seq1, epoch0, step: 20, training: 0.5625, loss_tr: 1.3871, loss_t: 1.58652, testing: 0.444444, t2y: 0.666667
seq1, epoch0, step: 30, training: 0.625, loss_tr: 1.04991, loss_t: 1.13682, testing: 0.555556, t2y: 1
seq1, epoch1, step: 40, training: 0.6875, loss_tr: 0.90988, loss_t: 0.973029, testing: 0.666667, t2y: 0.833333
seq1, epoch1, step: 50, training: 0.75, loss_tr: 0.80831, loss_t: 0.83874, testing: 0.777778, t2y: 1
seq1, epoch1, step: 60, training: 0.875, loss_tr: 0.656771, loss_t: 0.73917, testing: 0.777778, t2y: 1
seq1, epoch1, step: 70, training: 0.8125, loss_tr: 0.564778, loss_t: 0.639951, testing: 0.777778, t2y: 1
seq1, epoch2, step: 80, training: 0.875, loss_tr: 0.462388, loss_t: 0.577267, testing: 0.777778, t2y: 1
seq1, epoch2, step: 90, training: 0.8125, loss_tr: 0.455282, loss_t: 0.540724, testing: 0.777778, t2y: 1
seq1, epoch2, step: 100, training: 0.875, loss_tr: 0.406833, loss_t: 0.443341, testing: 0.888889, t2y: 1
seq1, epoch2, step: 110, training: 0.9375, loss_tr: 0.347437, loss_t: 0.385566, testing: 0.888889, t2y: 1
seq1, epoch3, step: 120, training: 1, loss_tr: 0.22904, loss_t: 0.307441, testing: 0.944444, t2y: 1
seq1, epoch3, step: 130, training: 1, loss_tr: 0.141441, loss_t: 0.279131, testing: 0.944444, t2y: 1
seq1, epoch3, step: 140, training: 1, loss_tr: 0.0902128, loss_t: 0.261872, testing: 0.888889, t2y: 1
seq1, epoch3, step: 150, training: 0.9375, loss_tr: 0.0828326, loss_t: 0.230706, testing: 0.944444, t2y: 1
seq1, epoch4, step: 160, training: 1, loss_tr: 0.0930047, loss_t: 0.185483, testing: 0.944444, t2y: 1
seq1, epoch4, step: 170, training: 1, loss_tr: 0.121006, loss_t: 0.157095, testing: 1, t2y: 1
seq1, epoch4, step: 180, training: 0.9375, loss_tr: 0.125853, loss_t: 0.173864, testing: 0.944444, t2y: 1
seq1, epoch4, step: 190, training: 1, loss_tr: 0.103436, loss_t: 0.158983, testing: 0.944444, t2y: 1
seq1, epoch5, step: 200, training: 1, loss_tr: 0.0734064, loss_t: 0.127563, testing: 0.944444, t2y: 1
seq1, epoch5, step: 210, training: 1, loss_tr: 0.0543236, loss_t: 0.0798234, testing: 1, t2y: 1
seq1, epoch5, step: 220, training: 1, loss_tr: 0.044356, loss_t: 0.0707677, testing: 1, t2y: 1
seq1, epoch5, step: 230, training: 1, loss_tr: 0.0420557, loss_t: 0.0795933, testing: 1, t2y: 1
seq1, epoch6, step: 240, training: 1, loss_tr: 0.0372313, loss_t: 0.0671288, testing: 1, t2y: 1
seq1, epoch6, step: 250, training: 1, loss_tr: 0.0337525, loss_t: 0.0684701, testing: 1, t2y: 1
seq1, epoch6, step: 260, training: 1, loss_tr: 0.0213691, loss_t: 0.0531372, testing: 1, t2y: 1
seq1, epoch6, step: 270, training: 1, loss_tr: 0.0131635, loss_t: 0.0749806, testing: 1, t2y: 1
seq1, epoch7, step: 280, training: 1, loss_tr: 0.0111502, loss_t: 0.068343, testing: 1, t2y: 1
seq1, epoch7, step: 290, training: 1, loss_tr: 0.00962882, loss_t: 0.0588387, testing: 1, t2y: 1
seq1, epoch7, step: 300, training: 1, loss_tr: 0.00909398, loss_t: 0.0332304, testing: 1, t2y: 1
seq1, epoch7, step: 310, training: 1, loss_tr: 0.00786484, loss_t: 0.0579106, testing: 1, t2y: 1
seq1, epoch8, step: 320, training: 1, loss_tr: 0.00720842, loss_t: 0.0587547, testing: 1, t2y: 1
seq1, epoch8, step: 330, training: 1, loss_tr: 0.00794946, loss_t: 0.0510907, testing: 1, t2y: 1
seq1, epoch8, step: 340, training: 1, loss_tr: 0.00585592, loss_t: 0.0471184, testing: 1, t2y: 1
seq1, epoch8, step: 350, training: 1, loss_tr: 0.00554567, loss_t: 0.0527499, testing: 1, t2y: 1
seq1, epoch9, step: 360, training: 1, loss_tr: 0.00312165, loss_t: 0.0513, testing: 1, t2y: 1
seq1, epoch9, step: 370, training: 1, loss_tr: 0.00459498, loss_t: 0.0293852, testing: 1, t2y: 1
seq1, epoch9, step: 380, training: 1, loss_tr: 0.00588088, loss_t: 0.0281792, testing: 1, t2y: 1
seq1, epoch9, step: 390, training: 1, loss_tr: 0.00548069, loss_t: 0.0286623, testing: 1, t2y: 1
seq1, epoch10, step: 400, training: 1, loss_tr: 0.00331968, loss_t: 0.0214009, testing: 1, t2y: 1
seq1, epoch10, step: 410, training: 1, loss_tr: 0.00191227, loss_t: 0.0121981, testing: 1, t2y: 1
seq1, epoch10, step: 420, training: 1, loss_tr: 0.00170944, loss_t: 0.01064, testing: 1, t2y: 1
seq1, epoch10, step: 430, training: 1, loss_tr: 0.00168655, loss_t: 0.00950174, testing: 1, t2y: 1
seq1, epoch11, step: 440, training: 1, loss_tr: 0.00166449, loss_t: 0.00843066, testing: 1, t2y: 1
seq1, epoch11, step: 450, training: 1, loss_tr: 0.00195169, loss_t: 0.00810715, testing: 1, t2y: 1
seq1, epoch11, step: 460, training: 1, loss_tr: 0.00145853, loss_t: 0.0073963, testing: 1, t2y: 1
seq1, epoch11, step: 470, training: 1, loss_tr: 0.00134629, loss_t: 0.00796991, testing: 1, t2y: 1
seq1, epoch12, step: 480, training: 1, loss_tr: 0.00129843, loss_t: 0.0084684, testing: 1, t2y: 1
seq1, epoch12, step: 490, training: 1, loss_tr: 0.00137851, loss_t: 0.00947151, testing: 1, t2y: 1
seq1, epoch12, step: 500, training: 1, loss_tr: 0.00163734, loss_t: 0.00882307, testing: 1, t2y: 1
seq1, epoch12, step: 510, training: 1, loss_tr: 0.00138458, loss_t: 0.0087954, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq2, epoch0, step: 0, training: 0.25, loss_tr: 1.62674, loss_t: 1.97979, testing: 0, t2y: 0.166667
seq2, epoch0, step: 10, training: 0.5, loss_tr: 1.47989, loss_t: 1.97651, testing: 0.0555556, t2y: 0.333333
seq2, epoch0, step: 20, training: 0.5625, loss_tr: 1.3393, loss_t: 1.82051, testing: 0.166667, t2y: 0.833333
seq2, epoch0, step: 30, training: 0.8125, loss_tr: 1.05507, loss_t: 1.70067, testing: 0.222222, t2y: 0.666667
seq2, epoch1, step: 40, training: 0.75, loss_tr: 0.928214, loss_t: 1.47603, testing: 0.277778, t2y: 0.666667
seq2, epoch1, step: 50, training: 0.625, loss_tr: 0.774304, loss_t: 1.46105, testing: 0.333333, t2y: 0.5
seq2, epoch1, step: 60, training: 0.8125, loss_tr: 0.68283, loss_t: 1.35626, testing: 0.333333, t2y: 0.833333
seq2, epoch1, step: 70, training: 0.8125, loss_tr: 0.553978, loss_t: 1.31618, testing: 0.333333, t2y: 0.5
seq2, epoch2, step: 80, training: 0.8125, loss_tr: 0.432125, loss_t: 1.19244, testing: 0.333333, t2y: 0.5
seq2, epoch2, step: 90, training: 0.9375, loss_tr: 0.376734, loss_t: 1.03057, testing: 0.444444, t2y: 0.833333
seq2, epoch2, step: 100, training: 0.9375, loss_tr: 0.294311, loss_t: 0.963243, testing: 0.5, t2y: 0.5
seq2, epoch2, step: 110, training: 1, loss_tr: 0.22058, loss_t: 0.805605, testing: 0.555556, t2y: 0.833333
seq2, epoch3, step: 120, training: 1, loss_tr: 0.153567, loss_t: 0.754112, testing: 0.611111, t2y: 0.833333
seq2, epoch3, step: 130, training: 1, loss_tr: 0.144542, loss_t: 0.661678, testing: 0.666667, t2y: 0.666667
seq2, epoch3, step: 140, training: 0.9375, loss_tr: 0.131427, loss_t: 0.720787, testing: 0.555556, t2y: 0.833333
