Fri Apr  7 09:41:45 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.466667, testing: 0.774194, anv: 0.0774194, best 0.0774194 
step 2440, training: 1, testing: 0.903226, anv: 0.922581, best 0.929032 
step 2460, training: 1, testing: 0.903226, anv: 0.919355, best 0.929032 
step 2480, training: 0.933333, testing: 0.935484, anv: 0.919355, best 0.929032 
step 2500, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 2520, training: 0.933333, testing: 0.903226, anv: 0.919355, best 0.929032 
step 2540, training: 1, testing: 0.903226, anv: 0.919355, best 0.929032 
step 2560, training: 1, testing: 0.903226, anv: 0.916129, best 0.929032 
step 2580, training: 0.933333, testing: 0.903226, anv: 0.912903, best 0.929032 
step 2600, training: 1, testing: 0.870968, anv: 0.906452, best 0.929032 
step 2620, training: 1, testing: 0.935484, anv: 0.909677, best 0.929032 
step 2640, training: 0.933333, testing: 0.935484, anv: 0.912903, best 0.929032 
step 2660, training: 1, testing: 0.935484, anv: 0.916129, best 0.929032 
step 2680, training: 1, testing: 0.935484, anv: 0.916129, best 0.929032 
step 2700, training: 1, testing: 0.903226, anv: 0.912903, best 0.929032 
step 2720, training: 1, testing: 0.903226, anv: 0.912903, best 0.929032 
step 2740, training: 1, testing: 0.935484, anv: 0.916129, best 0.929032 
step 2760, training: 0.933333, testing: 0.903226, anv: 0.916129, best 0.929032 
step 2780, training: 1, testing: 0.935484, anv: 0.919355, best 0.929032 
step 2800, training: 1, testing: 0.903226, anv: 0.922581, best 0.929032 
step 2820, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 2840, training: 0.933333, testing: 0.935484, anv: 0.922581, best 0.929032 
step 2860, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 2880, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 2900, training: 1, testing: 0.935484, anv: 0.925806, best 0.929032 
step 2920, training: 1, testing: 0.935484, anv: 0.929032, best 0.929032 
step 2940, training: 0.866667, testing: 0.870968, anv: 0.922581, best 0.929032 
step 2960, training: 1, testing: 0.903226, anv: 0.922581, best 0.929032 
step 2980, training: 0.933333, testing: 0.83871, anv: 0.912903, best 0.929032 
step 3000, training: 1, testing: 0.903226, anv: 0.912903, best 0.929032 
step 3020, training: 1, testing: 0.935484, anv: 0.912903, best 0.929032 
step 3040, training: 1, testing: 0.935484, anv: 0.912903, best 0.929032 
step 3060, training: 1, testing: 0.935484, anv: 0.912903, best 0.929032 
step 3080, training: 1, testing: 0.935484, anv: 0.912903, best 0.929032 
step 3100, training: 1, testing: 0.903226, anv: 0.909677, best 0.929032 
step 3120, training: 1, testing: 0.903226, anv: 0.906452, best 0.929032 
step 3140, training: 1, testing: 0.903226, anv: 0.909677, best 0.929032 
step 3160, training: 0.866667, testing: 0.935484, anv: 0.912903, best 0.929032 
step 3180, training: 1, testing: 0.903226, anv: 0.919355, best 0.929032 
step 3200, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 3220, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 3240, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 3260, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 3280, training: 1, testing: 0.903226, anv: 0.919355, best 0.929032 
step 3300, training: 1, testing: 0.935484, anv: 0.922581, best 0.929032 
step 3320, training: 1, testing: 0.935484, anv: 0.925806, best 0.929032 
step 3340, training: 1, testing: 0.903226, anv: 0.925806, best 0.929032 
step 3360, training: 1, testing: 0.935484, anv: 0.925806, best 0.929032 
step 3380, training: 1, testing: 0.935484, anv: 0.929032, best 0.929032 
 
****************************************
current sequence is 2
****************************************
step 0, training: 0.466667, testing: 0.307692, anv: 0.0307692, best 0.0307692 
step 20, training: 1, testing: 0.769231, anv: 0.107692, best 0.107692 
step 40, training: 0.866667, testing: 0.846154, anv: 0.192308, best 0.192308 
step 60, training: 0.866667, testing: 0.884615, anv: 0.280769, best 0.280769 
step 80, training: 1, testing: 0.807692, anv: 0.361538, best 0.361538 
step 100, training: 0.933333, testing: 0.884615, anv: 0.45, best 0.45 
step 120, training: 0.933333, testing: 0.846154, anv: 0.534615, best 0.534615 
step 140, training: 0.866667, testing: 0.807692, anv: 0.615385, best 0.615385 
step 160, training: 0.933333, testing: 0.846154, anv: 0.7, best 0.7 
step 180, training: 0.866667, testing: 0.923077, anv: 0.792308, best 0.792308 
step 200, training: 1, testing: 0.730769, anv: 0.834615, best 0.834615 
step 220, training: 1, testing: 0.884615, anv: 0.846154, best 0.846154 
step 240, training: 0.8, testing: 0.884615, anv: 0.85, best 0.85 
step 260, training: 0.933333, testing: 0.923077, anv: 0.853846, best 0.853846 
step 280, training: 0.866667, testing: 0.884615, anv: 0.861538, best 0.861538 
step 300, training: 0.866667, testing: 0.846154, anv: 0.857692, best 0.861538 
step 320, training: 0.933333, testing: 0.884615, anv: 0.861538, best 0.861538 
step 340, training: 1, testing: 0.923077, anv: 0.873077, best 0.873077 
step 360, training: 1, testing: 0.961538, anv: 0.884615, best 0.884615 
step 380, training: 0.933333, testing: 0.884615, anv: 0.880769, best 0.884615 
step 400, training: 1, testing: 0.961538, anv: 0.903846, best 0.903846 
step 420, training: 1, testing: 0.923077, anv: 0.907692, best 0.907692 
step 440, training: 0.933333, testing: 0.961538, anv: 0.915385, best 0.915385 
step 460, training: 0.933333, testing: 0.884615, anv: 0.911538, best 0.915385 
step 480, training: 1, testing: 0.923077, anv: 0.915385, best 0.915385 
step 500, training: 0.866667, testing: 0.961538, anv: 0.926923, best 0.926923 
step 520, training: 0.8, testing: 0.923077, anv: 0.930769, best 0.930769 
step 540, training: 0.933333, testing: 0.846154, anv: 0.923077, best 0.930769 
step 560, training: 1, testing: 0.961538, anv: 0.923077, best 0.930769 
step 580, training: 0.866667, testing: 0.923077, anv: 0.926923, best 0.930769 
step 600, training: 1, testing: 0.923077, anv: 0.923077, best 0.930769 
step 620, training: 0.933333, testing: 0.923077, anv: 0.923077, best 0.930769 
step 640, training: 1, testing: 0.923077, anv: 0.919231, best 0.930769 
step 660, training: 1, testing: 0.923077, anv: 0.923077, best 0.930769 
step 680, training: 0.933333, testing: 0.923077, anv: 0.923077, best 0.930769 
step 700, training: 1, testing: 0.923077, anv: 0.919231, best 0.930769 
step 720, training: 0.933333, testing: 0.923077, anv: 0.919231, best 0.930769 
step 740, training: 1, testing: 0.923077, anv: 0.926923, best 0.930769 
step 760, training: 1, testing: 0.923077, anv: 0.923077, best 0.930769 
step 780, training: 0.933333, testing: 0.923077, anv: 0.923077, best 0.930769 
step 800, training: 1, testing: 0.923077, anv: 0.923077, best 0.930769 
step 820, training: 0.866667, testing: 0.961538, anv: 0.926923, best 0.930769 
step 840, training: 1, testing: 0.961538, anv: 0.930769, best 0.930769 
step 860, training: 0.933333, testing: 0.923077, anv: 0.930769, best 0.930769 
step 880, training: 1, testing: 1, anv: 0.938462, best 0.938462 
step 900, training: 0.933333, testing: 0.923077, anv: 0.938462, best 0.938462 
step 920, training: 1, testing: 0.923077, anv: 0.938462, best 0.938462 
step 940, training: 0.933333, testing: 0.923077, anv: 0.938462, best 0.938462 
step 960, training: 1, testing: 0.961538, anv: 0.942308, best 0.942308 
step 980, training: 0.866667, testing: 0.961538, anv: 0.946154, best 0.946154 
step 1000, training: 0.933333, testing: 0.923077, anv: 0.946154, best 0.946154 
step 1020, training: 0.933333, testing: 1, anv: 0.95, best 0.95 
step 1040, training: 1, testing: 0.961538, anv: 0.95, best 0.95 
step 1060, training: 1, testing: 1, anv: 0.957692, best 0.957692 
step 1080, training: 1, testing: 1, anv: 0.957692, best 0.957692 
step 1100, training: 0.733333, testing: 1, anv: 0.965385, best 0.965385 
step 1120, training: 0.933333, testing: 0.923077, anv: 0.965385, best 0.965385 
step 1140, training: 1, testing: 0.961538, anv: 0.969231, best 0.969231 
step 1160, training: 0.933333, testing: 0.961538, anv: 0.969231, best 0.969231 
step 1180, training: 0.933333, testing: 0.961538, anv: 0.969231, best 0.969231 
step 1200, training: 1, testing: 1, anv: 0.976923, best 0.976923 
step 1220, training: 0.933333, testing: 0.923077, anv: 0.969231, best 0.976923 
step 1240, training: 1, testing: 0.961538, anv: 0.969231, best 0.976923 
step 1260, training: 0.933333, testing: 1, anv: 0.969231, best 0.976923 
step 1280, training: 0.866667, testing: 0.923077, anv: 0.961538, best 0.976923 
step 1300, training: 1, testing: 0.961538, anv: 0.957692, best 0.976923 
step 1320, training: 1, testing: 1, anv: 0.965385, best 0.976923 
step 1340, training: 1, testing: 0.923077, anv: 0.961538, best 0.976923 
step 1360, training: 0.933333, testing: 0.961538, anv: 0.961538, best 0.976923 
step 1380, training: 1, testing: 0.961538, anv: 0.961538, best 0.976923 
step 1400, training: 1, testing: 0.884615, anv: 0.95, best 0.976923 
step 1420, training: 1, testing: 0.961538, anv: 0.953846, best 0.976923 
step 1440, training: 1, testing: 0.961538, anv: 0.953846, best 0.976923 
step 1460, training: 0.933333, testing: 0.923077, anv: 0.946154, best 0.976923 
step 1480, training: 1, testing: 1, anv: 0.953846, best 0.976923 
step 1500, training: 1, testing: 0.961538, anv: 0.953846, best 0.976923 
step 1520, training: 1, testing: 0.923077, anv: 0.946154, best 0.976923 
step 1540, training: 1, testing: 1, anv: 0.953846, best 0.976923 
step 1560, training: 1, testing: 0.961538, anv: 0.953846, best 0.976923 
step 1580, training: 1, testing: 0.961538, anv: 0.953846, best 0.976923 
step 1600, training: 1, testing: 1, anv: 0.965385, best 0.976923 
step 1620, training: 1, testing: 1, anv: 0.969231, best 0.976923 
step 1640, training: 0.933333, testing: 1, anv: 0.973077, best 0.976923 
step 1660, training: 0.933333, testing: 0.961538, anv: 0.976923, best 0.976923 
step 1680, training: 1, testing: 1, anv: 0.976923, best 0.976923 
step 1700, training: 0.933333, testing: 0.961538, anv: 0.976923, best 0.976923 
step 1720, training: 1, testing: 0.961538, anv: 0.980769, best 0.980769 
step 1740, training: 0.933333, testing: 1, anv: 0.980769, best 0.980769 
step 1760, training: 1, testing: 1, anv: 0.984615, best 0.984615 
step 1780, training: 1, testing: 0.961538, anv: 0.984615, best 0.984615 
step 1800, training: 0.933333, testing: 0.961538, anv: 0.980769, best 0.984615 
step 1820, training: 1, testing: 0.961538, anv: 0.976923, best 0.984615 
step 1840, training: 0.933333, testing: 0.923077, anv: 0.969231, best 0.984615 
step 1860, training: 1, testing: 1, anv: 0.973077, best 0.984615 
step 1880, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 1900, training: 1, testing: 1, anv: 0.973077, best 0.984615 
step 1920, training: 0.933333, testing: 0.923077, anv: 0.969231, best 0.984615 
step 1940, training: 0.933333, testing: 0.923077, anv: 0.961538, best 0.984615 
step 1960, training: 0.866667, testing: 0.923077, anv: 0.953846, best 0.984615 
step 1980, training: 1, testing: 1, anv: 0.957692, best 0.984615 
step 2000, training: 1, testing: 0.923077, anv: 0.953846, best 0.984615 
step 2020, training: 0.933333, testing: 1, anv: 0.957692, best 0.984615 
step 2040, training: 1, testing: 0.884615, anv: 0.953846, best 0.984615 
step 2060, training: 1, testing: 0.884615, anv: 0.942308, best 0.984615 
step 2080, training: 0.933333, testing: 0.923077, anv: 0.938462, best 0.984615 
step 2100, training: 1, testing: 0.961538, anv: 0.934615, best 0.984615 
step 2120, training: 0.933333, testing: 0.923077, anv: 0.934615, best 0.984615 
step 2140, training: 0.866667, testing: 0.961538, anv: 0.938462, best 0.984615 
step 2160, training: 0.933333, testing: 0.923077, anv: 0.938462, best 0.984615 
step 2180, training: 1, testing: 0.961538, anv: 0.934615, best 0.984615 
step 2200, training: 0.933333, testing: 0.961538, anv: 0.938462, best 0.984615 
step 2220, training: 0.866667, testing: 0.923077, anv: 0.930769, best 0.984615 
step 2240, training: 1, testing: 0.961538, anv: 0.938462, best 0.984615 
step 2260, training: 1, testing: 0.961538, anv: 0.946154, best 0.984615 
step 2280, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 2300, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 2320, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2340, training: 1, testing: 0.923077, anv: 0.95, best 0.984615 
step 2360, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2380, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2400, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2420, training: 0.866667, testing: 0.961538, anv: 0.957692, best 0.984615 
step 2440, training: 1, testing: 0.923077, anv: 0.953846, best 0.984615 
step 2460, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2480, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2500, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2520, training: 1, testing: 0.923077, anv: 0.95, best 0.984615 
step 2540, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2560, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2580, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2600, training: 1, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2620, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 2640, training: 1, testing: 0.961538, anv: 0.957692, best 0.984615 
step 2660, training: 1, testing: 1, anv: 0.961538, best 0.984615 
step 2680, training: 0.866667, testing: 0.961538, anv: 0.961538, best 0.984615 
step 2700, training: 1, testing: 0.961538, anv: 0.961538, best 0.984615 
step 2720, training: 1, testing: 0.961538, anv: 0.965385, best 0.984615 
step 2740, training: 0.933333, testing: 1, anv: 0.969231, best 0.984615 
step 2760, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2780, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2800, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2820, training: 0.933333, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2840, training: 1, testing: 1, anv: 0.973077, best 0.984615 
step 2860, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2880, training: 1, testing: 1, anv: 0.973077, best 0.984615 
step 2900, training: 1, testing: 0.923077, anv: 0.969231, best 0.984615 
step 2920, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 2940, training: 0.933333, testing: 0.961538, anv: 0.965385, best 0.984615 
step 2960, training: 1, testing: 1, anv: 0.969231, best 0.984615 
step 2980, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3000, training: 0.933333, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3020, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3040, training: 1, testing: 0.961538, anv: 0.965385, best 0.984615 
step 3060, training: 1, testing: 1, anv: 0.969231, best 0.984615 
step 3080, training: 1, testing: 0.961538, anv: 0.965385, best 0.984615 
step 3100, training: 0.933333, testing: 1, anv: 0.973077, best 0.984615 
step 3120, training: 1, testing: 0.961538, anv: 0.973077, best 0.984615 
step 3140, training: 0.933333, testing: 0.961538, anv: 0.973077, best 0.984615 
step 3160, training: 0.933333, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3180, training: 0.933333, testing: 1, anv: 0.973077, best 0.984615 
step 3200, training: 1, testing: 0.961538, anv: 0.973077, best 0.984615 
step 3220, training: 1, testing: 0.961538, anv: 0.973077, best 0.984615 
step 3240, training: 1, testing: 0.961538, anv: 0.973077, best 0.984615 
step 3260, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3280, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3300, training: 0.933333, testing: 0.961538, anv: 0.965385, best 0.984615 
step 3320, training: 0.933333, testing: 0.961538, anv: 0.965385, best 0.984615 
step 3340, training: 1, testing: 1, anv: 0.969231, best 0.984615 
step 3360, training: 1, testing: 0.961538, anv: 0.969231, best 0.984615 
step 3380, training: 0.866667, testing: 0.923077, anv: 0.961538, best 0.984615 
step 3400, training: 1, testing: 0.961538, anv: 0.961538, best 0.984615 
step 3420, training: 0.933333, testing: 0.961538, anv: 0.961538, best 0.984615 
step 3440, training: 1, testing: 0.961538, anv: 0.961538, best 0.984615 
step 3460, training: 0.866667, testing: 0.923077, anv: 0.957692, best 0.984615 
step 3480, training: 0.933333, testing: 0.961538, anv: 0.957692, best 0.984615 
step 3500, training: 0.933333, testing: 0.884615, anv: 0.95, best 0.984615 
step 3520, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 3540, training: 0.866667, testing: 0.961538, anv: 0.946154, best 0.984615 
step 3560, training: 0.933333, testing: 0.961538, anv: 0.946154, best 0.984615 
step 3580, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 3600, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 3620, training: 1, testing: 0.923077, anv: 0.946154, best 0.984615 
step 3640, training: 1, testing: 0.961538, anv: 0.946154, best 0.984615 
step 3660, training: 0.933333, testing: 0.961538, anv: 0.95, best 0.984615 
step 3680, training: 1, testing: 0.961538, anv: 0.95, best 0.984615 
step 3700, training: 0.933333, testing: 0.923077, anv: 0.953846, best 0.984615 
step 3720, training: 1, testing: 1, anv: 0.957692, best 0.984615 
step 3740, training: 0.933333, testing: 0.923077, anv: 0.953846, best 0.984615 
step 3760, training: 0.933333, testing: 0.961538, anv: 0.953846, best 0.984615 
step 3780, training: 1, testing: 0.923077, anv: 0.95, best 0.984615 
step 3800, training: 1, testing: 0.923077, anv: 0.946154, best 0.984615 
step 3820, training: 1, testing: 1, anv: 0.953846, best 0.984615 
step 3840, training: 1, testing: 1, anv: 0.957692, best 0.984615 
step 3860, training: 0.933333, testing: 0.961538, anv: 0.957692, best 0.984615 
step 3880, training: 1, testing: 1, anv: 0.961538, best 0.984615 
step 3900, training: 1, testing: 1, anv: 0.969231, best 0.984615 
step 3920, training: 1, testing: 0.961538, anv: 0.965385, best 0.984615 
step 3940, training: 0.933333, testing: 0.923077, anv: 0.965385, best 0.984615 
step 3960, training: 1, testing: 0.923077, anv: 0.961538, best 0.984615 
step 3980, training: 1, testing: 0.923077, anv: 0.961538, best 0.984615 
step 4000, training: 1, testing: 1, anv: 0.969231, best 0.984615 
 
****************************************
current sequence is 3
****************************************
step 0, training: 0.133333, testing: 0.108108, anv: 0.0108108, best 0.0108108 
step 20, training: 0.733333, testing: 0.837838, anv: 0.0945946, best 0.0945946 
step 40, training: 0.866667, testing: 0.864865, anv: 0.181081, best 0.181081 
step 60, training: 0.733333, testing: 0.864865, anv: 0.267568, best 0.267568 
step 80, training: 0.8, testing: 0.864865, anv: 0.354054, best 0.354054 
