Wed May 10 15:40:41 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.3125, loss: 157467, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 2, epoch: 29, step: 580, training: 1, loss: 1099.75, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 30, step: 600, training: 1, loss: 35.5742, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 31, step: 620, training: 1, loss: 714.02, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 32, step: 640, training: 1, loss: 855.842, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 33, step: 660, training: 1, loss: 1015.28, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 34, step: 680, training: 1, loss: 1025.48, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 35, step: 700, training: 0.9375, loss: 801.137, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 36, step: 720, training: 1, loss: 203.158, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 37, step: 740, training: 1, loss: 628.56, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 38, step: 760, training: 1, loss: 286.736, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 39, step: 780, training: 1, loss: 701.607, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 40, step: 800, training: 1, loss: 609.182, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 41, step: 820, training: 1, loss: 1270.1, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 42, step: 840, training: 1, loss: 788.872, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 43, step: 860, training: 1, loss: 404.36, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 44, step: 880, training: 1, loss: 526.361, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 45, step: 900, training: 1, loss: 0, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 46, step: 920, training: 1, loss: 154.007, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 47, step: 940, training: 1, loss: 417.826, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 48, step: 960, training: 1, loss: 156.196, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 49, step: 980, training: 1, loss: 508.665, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 50, step: 1000, training: 1, loss: 628.022, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
seq: 2, epoch: 51, step: 1020, training: 1, loss: 536.835, testing: 0.833333, t2y: 1, anv: 0.833333, best: 0.833333 
 
****************************************
current sequence is 3
****************************************
seq: 3, epoch: 0, step: 0, training: 0.25, loss: 264702, testing: 0.166667, t2y: 0.5, anv: 0.0555556, best: 0.0555556 
seq: 3, epoch: 1, step: 20, training: 0.5, loss: 29530.8, testing: 0.333333, t2y: 0.5, anv: 0.166667, best: 0.166667 
seq: 3, epoch: 2, step: 40, training: 0.375, loss: 15491.8, testing: 0.333333, t2y: 0.333333, anv: 0.277778, best: 0.277778 
seq: 3, epoch: 3, step: 60, training: 0.5625, loss: 11063.1, testing: 0.5, t2y: 0.666667, anv: 0.388889, best: 0.388889 
seq: 3, epoch: 4, step: 80, training: 0.9375, loss: 4356.05, testing: 0.5, t2y: 1, anv: 0.444444, best: 0.444444 
seq: 3, epoch: 5, step: 100, training: 0.875, loss: 6449.28, testing: 0.666667, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 6, step: 120, training: 0.5, loss: 10900.4, testing: 0.5, t2y: 0.666667, anv: 0.555556, best: 0.555556 
seq: 3, epoch: 7, step: 140, training: 0.875, loss: 5077.81, testing: 0.666667, t2y: 0.666667, anv: 0.611111, best: 0.611111 
seq: 3, epoch: 8, step: 160, training: 0.875, loss: 1610.81, testing: 0.666667, t2y: 0.833333, anv: 0.611111, best: 0.611111 
seq: 3, epoch: 9, step: 180, training: 0.9375, loss: 2952.63, testing: 0.833333, t2y: 0.833333, anv: 0.722222, best: 0.722222 
seq: 3, epoch: 10, step: 200, training: 0.9375, loss: 1818.49, testing: 0.666667, t2y: 0.833333, anv: 0.722222, best: 0.722222 
seq: 3, epoch: 11, step: 220, training: 0.9375, loss: 2602.78, testing: 0.5, t2y: 0.833333, anv: 0.666667, best: 0.722222 
seq: 3, epoch: 12, step: 240, training: 0.9375, loss: 593.492, testing: 0.833333, t2y: 1, anv: 0.666667, best: 0.722222 
seq: 3, epoch: 13, step: 260, training: 0.9375, loss: 2010.62, testing: 0.5, t2y: 0.833333, anv: 0.611111, best: 0.722222 
seq: 3, epoch: 14, step: 280, training: 1, loss: 1709.17, testing: 0.666667, t2y: 0.833333, anv: 0.666667, best: 0.722222 
seq: 3, epoch: 15, step: 300, training: 1, loss: 0, testing: 0.666667, t2y: 0.833333, anv: 0.611111, best: 0.722222 
seq: 3, epoch: 16, step: 320, training: 1, loss: 1303.07, testing: 0.833333, t2y: 0.833333, anv: 0.722222, best: 0.722222 
seq: 3, epoch: 17, step: 340, training: 1, loss: 234.618, testing: 0.833333, t2y: 0.833333, anv: 0.777778, best: 0.777778 
seq: 3, epoch: 18, step: 360, training: 1, loss: 1030.48, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 19, step: 380, training: 0.9375, loss: 270.718, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 20, step: 400, training: 1, loss: 1086.56, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 21, step: 420, training: 1, loss: 24.4107, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 22, step: 440, training: 1, loss: 1601.89, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 23, step: 460, training: 0.9375, loss: 421.41, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 24, step: 480, training: 0.9375, loss: 1398.44, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 25, step: 500, training: 1, loss: 0, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 26, step: 520, training: 1, loss: 229.134, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 27, step: 540, training: 0.9375, loss: 572.158, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 28, step: 560, training: 1, loss: 1628.77, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 29, step: 580, training: 1, loss: 1518.8, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 30, step: 600, training: 1, loss: 1728.55, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 31, step: 620, training: 1, loss: 802.791, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 32, step: 640, training: 1, loss: 1830.44, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 33, step: 660, training: 1, loss: 0, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 34, step: 680, training: 1, loss: 619.066, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 35, step: 700, training: 1, loss: 1246.93, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 36, step: 720, training: 1, loss: 397.477, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 37, step: 740, training: 1, loss: 625.852, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 38, step: 760, training: 1, loss: 1133.23, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 39, step: 780, training: 1, loss: 945.056, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 40, step: 800, training: 0.9375, loss: 795.945, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 41, step: 820, training: 1, loss: 0, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 42, step: 840, training: 1, loss: 464.925, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 43, step: 860, training: 1, loss: 994.82, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 44, step: 880, training: 1, loss: 626.607, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 45, step: 900, training: 1, loss: 966.192, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 46, step: 920, training: 0.9375, loss: 1389.92, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 47, step: 940, training: 1, loss: 380.642, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 48, step: 960, training: 1, loss: 1015.21, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 49, step: 980, training: 1, loss: 1105.37, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 50, step: 1000, training: 1, loss: 1171.31, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
seq: 3, epoch: 51, step: 1020, training: 1, loss: 1371.6, testing: 0.833333, t2y: 0.833333, anv: 0.833333, best: 0.833333 
 
****************************************
current sequence is 4
****************************************
seq: 4, epoch: 0, step: 0, training: 0.25, loss: 243572, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 4, epoch: 1, step: 20, training: 0.25, loss: 57304.1, testing: 0.333333, t2y: 0.5, anv: 0.166667, best: 0.166667 
seq: 4, epoch: 2, step: 40, training: 0.5625, loss: 15909.3, testing: 0.333333, t2y: 0.5, anv: 0.277778, best: 0.277778 
seq: 4, epoch: 3, step: 60, training: 0.5625, loss: 9230.02, testing: 0.666667, t2y: 0.666667, anv: 0.444444, best: 0.444444 
seq: 4, epoch: 4, step: 80, training: 0.8125, loss: 4512.36, testing: 0.666667, t2y: 0.833333, anv: 0.555556, best: 0.555556 
seq: 4, epoch: 5, step: 100, training: 0.875, loss: 5137.47, testing: 0.5, t2y: 0.5, anv: 0.611111, best: 0.611111 
seq: 4, epoch: 6, step: 120, training: 1, loss: 5139.54, testing: 0.5, t2y: 0.5, anv: 0.555556, best: 0.611111 
seq: 4, epoch: 7, step: 140, training: 0.9375, loss: 3980.65, testing: 0.5, t2y: 0.666667, anv: 0.5, best: 0.611111 
seq: 4, epoch: 8, step: 160, training: 0.8125, loss: 3463.41, testing: 0.333333, t2y: 0.666667, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 9, step: 180, training: 1, loss: 1870.25, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 10, step: 200, training: 1, loss: 1625.6, testing: 0.333333, t2y: 0.666667, anv: 0.388889, best: 0.611111 
seq: 4, epoch: 11, step: 220, training: 1, loss: 581.348, testing: 0.5, t2y: 0.5, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 12, step: 240, training: 1, loss: 1112.64, testing: 0.5, t2y: 0.666667, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 13, step: 260, training: 1, loss: 1734.31, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.611111 
seq: 4, epoch: 14, step: 280, training: 1, loss: 1053.48, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.611111 
seq: 4, epoch: 15, step: 300, training: 0.9375, loss: 1328.93, testing: 0.333333, t2y: 0.5, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 16, step: 320, training: 1, loss: 653.507, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.611111 
seq: 4, epoch: 17, step: 340, training: 1, loss: 1157.61, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 18, step: 360, training: 1, loss: 932.246, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 19, step: 380, training: 1, loss: 198.824, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 20, step: 400, training: 1, loss: 793.146, testing: 0.5, t2y: 0.5, anv: 0.388889, best: 0.611111 
seq: 4, epoch: 21, step: 420, training: 1, loss: 555.098, testing: 0.5, t2y: 0.5, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 22, step: 440, training: 1, loss: 769.705, testing: 0.5, t2y: 0.5, anv: 0.5, best: 0.611111 
seq: 4, epoch: 23, step: 460, training: 1, loss: 709.56, testing: 0.333333, t2y: 0.5, anv: 0.444444, best: 0.611111 
seq: 4, epoch: 24, step: 480, training: 1, loss: 426.139, testing: 0.333333, t2y: 0.5, anv: 0.388889, best: 0.611111 
seq: 4, epoch: 25, step: 500, training: 1, loss: 148.939, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 26, step: 520, training: 1, loss: 126.886, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 27, step: 540, training: 1, loss: 1365.84, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 28, step: 560, training: 1, loss: 1141.78, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 29, step: 580, training: 1, loss: 930.817, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 30, step: 600, training: 1, loss: 1441.47, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 31, step: 620, training: 1, loss: 3.10715, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 32, step: 640, training: 1, loss: 1740.92, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 33, step: 660, training: 1, loss: 513.672, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 34, step: 680, training: 1, loss: 215.623, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 35, step: 700, training: 1, loss: 382.996, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 36, step: 720, training: 1, loss: 497.629, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 37, step: 740, training: 1, loss: 501.634, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 38, step: 760, training: 1, loss: 734.945, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 39, step: 780, training: 1, loss: 92.1836, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 40, step: 800, training: 1, loss: 1137.95, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 41, step: 820, training: 1, loss: 494.825, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 42, step: 840, training: 1, loss: 533.346, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 43, step: 860, training: 1, loss: 780.094, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 44, step: 880, training: 1, loss: 106.468, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 45, step: 900, training: 1, loss: 1215.95, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 46, step: 920, training: 1, loss: 589.53, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 47, step: 940, training: 1, loss: 520.115, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 48, step: 960, training: 1, loss: 666.905, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 49, step: 980, training: 1, loss: 985.211, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 50, step: 1000, training: 0.9375, loss: 537.326, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
seq: 4, epoch: 51, step: 1020, training: 1, loss: 559.56, testing: 0.333333, t2y: 0.5, anv: 0.333333, best: 0.611111 
 
****************************************
current sequence is 5
****************************************
seq: 5, epoch: 0, step: 0, training: 0.375, loss: 169739, testing: 0.166667, t2y: 0.333333, anv: 0.0555556, best: 0.0555556 
seq: 5, epoch: 1, step: 20, training: 0.5625, loss: 23280.9, testing: 0.333333, t2y: 0.5, anv: 0.166667, best: 0.166667 
seq: 5, epoch: 2, step: 40, training: 0.5625, loss: 6266.1, testing: 0.5, t2y: 0.666667, anv: 0.333333, best: 0.333333 
seq: 5, epoch: 3, step: 60, training: 0.8125, loss: 6933.16, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.388889 
seq: 5, epoch: 4, step: 80, training: 0.9375, loss: 1255.12, testing: 0.666667, t2y: 1, anv: 0.5, best: 0.5 
seq: 5, epoch: 5, step: 100, training: 0.8125, loss: 2622.93, testing: 0.5, t2y: 0.833333, anv: 0.5, best: 0.5 
seq: 5, epoch: 6, step: 120, training: 0.625, loss: 3833.61, testing: 0.333333, t2y: 0.666667, anv: 0.5, best: 0.5 
seq: 5, epoch: 7, step: 140, training: 0.9375, loss: 1501.84, testing: 0.333333, t2y: 0.833333, anv: 0.388889, best: 0.5 
