Wed Apr  5 18:36:01 2017 Finetune the dual-nets model with two independent feature variables on UT-Interaction set1! 
****************************************
current sequence is 1
****************************************
step 0, training: 0.125, testing: 0.166667, anv: 0.0166667, best 0.0166667 
step 860, training: 1, testing: 0.666667, anv: 0.583333, best 0.583333 
step 880, training: 1, testing: 0.666667, anv: 0.6, best 0.6 
step 900, training: 0.9375, testing: 0.5, anv: 0.583333, best 0.6 
step 920, training: 0.875, testing: 0.666667, anv: 0.6, best 0.6 
step 940, training: 1, testing: 0.666667, anv: 0.616667, best 0.616667 
step 960, training: 0.875, testing: 0.666667, anv: 0.616667, best 0.616667 
step 980, training: 1, testing: 0.666667, anv: 0.633333, best 0.633333 
step 1000, training: 1, testing: 0.666667, anv: 0.633333, best 0.633333 
step 1020, training: 1, testing: 0.666667, anv: 0.65, best 0.65 
step 1040, training: 1, testing: 0.666667, anv: 0.65, best 0.65 
step 1060, training: 1, testing: 0.666667, anv: 0.65, best 0.65 
step 1080, training: 1, testing: 0.666667, anv: 0.65, best 0.65 
step 1100, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1120, training: 0.9375, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1140, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1160, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1180, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1200, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1220, training: 0.9375, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1240, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1260, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1280, training: 0.875, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1300, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1320, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1340, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1360, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1380, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1400, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1420, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1440, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1460, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1480, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1500, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1520, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1540, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1560, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1580, training: 0.9375, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1600, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1620, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1640, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1660, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1680, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1700, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1720, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1740, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1760, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1780, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1800, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1820, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1840, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1860, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1880, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1900, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1920, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1940, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1960, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 1980, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2000, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2020, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2040, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2060, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2080, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2100, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2120, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2140, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2160, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2180, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2200, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2220, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2240, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2260, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2280, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2300, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2320, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2340, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2360, training: 1, testing: 0.5, anv: 0.65, best 0.666667 
step 2380, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2400, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2420, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2440, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2460, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2480, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2500, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2520, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2540, training: 1, testing: 0.666667, anv: 0.65, best 0.666667 
step 2560, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2580, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2600, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2620, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2640, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2660, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2680, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2700, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2720, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2740, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2760, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2780, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2800, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2820, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2840, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2860, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2880, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2900, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2920, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2940, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2960, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 2980, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 3000, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
step 3020, training: 1, testing: 0.666667, anv: 0.666667, best 0.666667 
 The training is finished at Wed Apr  5 19:32:11 2017 
