Thu May 18 12:31:08 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.75, loss: 738232, testing: 0.684211, t2y: 0.736842, anv: 0.22807, best: 0.22807 
seq: 1, epoch: 7, step: 520, training: 0.6875, loss: 1.42691, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 7, step: 540, training: 0.9375, loss: 0.357565, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 8, step: 560, training: 0.75, loss: 1.31956, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 8, step: 580, training: 0.6875, loss: 1.19766, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 8, step: 600, training: 0.625, loss: 1.8218, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 9, step: 620, training: 0.625, loss: 1.14748, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 9, step: 640, training: 0.6875, loss: 1.33877, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 9, step: 660, training: 0.75, loss: 1.20776, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 10, step: 680, training: 0.625, loss: 1.33482, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 10, step: 700, training: 0.6875, loss: 1.38226, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 10, step: 720, training: 0.6875, loss: 1.25009, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 10, step: 740, training: 0.8125, loss: 0.887326, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
seq: 1, epoch: 11, step: 760, training: 0.625, loss: 1.07684, testing: 0.684211, t2y: 0.736842, anv: 0.684211, best: 0.684211 
 
****************************************
current sequence is 2
****************************************
